"Genes","ProtDesc","logFC","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val"
"POLR2A","DNA-directed RNA polymerase II subunit RPB1",-0.14,"Non-significant",1.828,-3.458804769874,0.00595989997544018,18.61,39,0.014848306591444,0.0209941139587777,0.0427173907476229
"SFT2D1","Vesicle transport protein SFT2A",0.84,"Up in X3",1.828,3.4574460307752,0.00597362677127208,16.26,1,0.0148762414165054,0.0050533123323801,0.0131410166427951
"HEATR5A","HEAT repeat-containing protein 5A",1.15,"Up in X3",1.827,3.45624740503338,0.00598576310033978,14.23,4,0.0148975326066283,0.00798428127472261,0.0190342434740265
"MRPL35","39S ribosomal protein L35, mitochondrial",0.96,"Up in X3",1.827,3.45610448878699,0.00598721185373706,16.27,2,0.0148975326066283,0.00649803743613682,0.0160806723168639
"WASH6P","WAS protein family homolog 6",0.44,"Up in X3",1.825,3.45367507878084,0.00601189442493248,17.32,5,0.0149526604927808,0.00650987431114914,0.0161032300581394
"NUDT21","Cleavage and polyadenylation specificity factor subunit 5",-0.14,"Non-significant",1.823,-3.45079905254547,0.00604125039603027,20.34,11,0.0150193607534921,0.0125643380258293,0.0277503501675371
"RHOF","Rho-related GTP-binding protein RhoF",-0.89,"Up in X1",1.822,-3.44899022685821,0.00605978906158981,16.1,1,0.0150591230060592,0.00546354017788114,0.0139886487375693
"SBF1","Myotubularin-related protein 5",0.88,"Up in X3",1.822,3.44785217780081,0.00607148301452716,15.65,9,0.0150818492850366,0.00861565096117515,0.0201816337043838
"POLG2","DNA polymerase subunit gamma-2, mitochondrial",0.77,"Up in X3",1.821,3.44703774433629,0.00607986597020965,17.61,5,0.0150963352688756,0.00793262208528009,0.0189492631726291
"MTMR1","Myotubularin-related protein 1",0.9,"Up in X3",1.82,3.44510039971492,0.00609985507394958,14.58,6,0.0151396151311072,0.00835688461812856,0.019715983367411
"YARS2","Tyrosine--tRNA ligase, mitochondrial",0.19,"Non-significant",1.818,3.44284760287324,0.00612318424908529,19.8,17,0.0151911451580032,0.0131584698011867,0.0288686191374201
"VTN","Vitronectin",-0.46,"Up in X1",1.818,-3.44151372718318,0.00613704077350136,18.6,13,0.0152191409290895,0.00922567984216697,0.0213960373698051
"LMAN2L","VIP36-like protein",0.32,"Non-significant",1.815,3.43710686187296,0.006183050480429,18.21,8,0.015326815958399,0.00825461837007385,0.0195058214439804
"LMF1","Lipase maturation factor",-1.01,"Up in X1",1.812,-3.43347299174801,0.00622125739965723,18.09,1,0.0154150670158174,0.00627415733473933,0.0156625573757036
"PURB","Transcriptional activator protein Pur-beta",1.7,"Up in X3",1.811,3.43164989546236,0.00624051729719988,15.21,3,0.0154563168051619,0.00841561205672935,0.0198150324471419
"GLUL","Glutamine synthetase",1.09,"Up in X3",1.81,3.43031594325068,0.00625464864238272,14.95,3,0.0154783588527723,0.00785245378217086,0.0187956994454308
"SOS1","Son of sevenless homolog 1",0.8,"Up in X3",1.81,3.43054727952057,0.00625219559681485,16.37,5,0.0154783588527723,0.00820313877436555,0.0194337894358752
"CYP4F2","Cytochrome P450 4F2;Cytochrome P450 4F2;Cytochrome P450 4F2;Cytochrome P450 4F11;Cytochrome P450 4F11",0.61,"Up in X3",1.81,3.42979178457196,0.00626021039418629,18.04,1,0.0154815962505494,0.00292023010649282,0.00840827325553188
"EIF4B","Eukaryotic translation initiation factor 4B",-0.36,"Non-significant",1.81,-3.42969953521415,0.00626118976298203,21.03,12,0.0154815962505494,0.00960048864522853,0.0220777657651835
"FOXRED2","FAD-dependent oxidoreductase domain-containing protein 2",-0.46,"Up in X1",1.81,-3.42866931519221,0.006272137875628,17.51,2,0.0155021887260196,0.00195889057471047,0.00603370928191664
"COPB2","Coatomer subunit beta'",0.18,"Non-significant",1.809,3.42737863026064,0.00628588180814601,21.15,30,0.0155296712562839,0.0159591915959749,0.0340412893559421
"RCC1","Regulator of chromosome condensation",-0.15,"Non-significant",1.809,-3.42712670816926,0.00628856803585382,21.32,12,0.0155298234842016,0.0131952384440157,0.0289278347066473
"PTBP3","Polypyrimidine tract-binding protein 3;Polypyrimidine tract-binding protein 3;Polypyrimidine tract-binding protein 1",-0.37,"Non-significant",1.808,-3.42626982790807,0.00629771375540655,17.99,2,0.0155459208555447,0.000435756490334015,0.00177329515358072
"HRC","Sarcoplasmic reticulum histidine-rich calcium-binding protein",-0.99,"Up in X1",1.808,-3.42595020965328,0.00630112864078191,14.17,1,0.0155478641232304,0.00625835145718613,0.015631348911849
"SF3B6","Splicing factor 3B subunit 6",-0.3,"Non-significant",1.807,-3.42406659377838,0.00632129251225467,18.43,5,0.01559111621301,0.004934381540664,0.0128733402011062
"SGSH","N-sulphoglucosamine sulphohydrolase",0.36,"Non-significant",1.806,3.42172293763348,0.00634647399116535,19.08,6,0.0156467027523856,0.00721056533740232,0.0174999651769522
"SCRN2","Secernin-2",1.27,"Up in X3",1.805,3.42131439070978,0.00635087421122286,15.73,3,0.0156510298658083,0.00823169802120891,0.0194594315587268
"BCS1L","Mitochondrial chaperone BCS1",0.23,"Non-significant",1.804,3.41942093517228,0.0063713086248977,18.1,15,0.015694851429442,0.011709928646898,0.0261324543603722
"CARD19","Caspase recruitment domain-containing protein 19",0.77,"Up in X3",1.803,3.41780058161387,0.00638884951303009,15.76,3,0.0157315116806488,0.00703677907124412,0.0171485262621711
"RPS12","40S ribosomal protein S12",-0.23,"Non-significant",1.802,-3.41543522992683,0.00641454469923719,22.02,7,0.0157882117243704,0.0067258683384719,0.0165428844076883
"PLCD3","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3",1.05,"Up in X3",1.799,3.41143367306687,0.0064582570745925,15.49,3,0.0158891921456814,0.00802730244018352,0.0191213963520797
"FERMT1","Fermitin family homolog 2;Fermitin family homolog 1",0.44,"Up in X3",1.795,3.4058459688352,0.00651981059717073,17.79,5,0.0160310088044188,0.00708396020657883,0.0172422017862308
"NDUFB1","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1",0.32,"Non-significant",1.795,3.40570981916019,0.00652131793007201,20.31,2,0.0160310088044188,3.21523836263785e-05,0.000232858817524212
"EIF4H","Eukaryotic translation initiation factor 4H",-0.39,"Up in X1",1.795,-3.40501176888232,0.00652905178942667,20.91,6,0.0160366954910907,0.0076313842998091,0.0183332930986482
"TOMM70","Mitochondrial import receptor subunit TOM70",0.15,"Non-significant",1.795,3.40511477878874,0.00652790992477322,20.23,16,0.0160366954910907,0.0166720568265373,0.0353832712491468
"COX6C","Cytochrome c oxidase subunit 6C",0.25,"Non-significant",1.794,3.40400573310892,0.00654021452212592,22.07,5,0.0160530823193149,0.0037498872055061,0.0102580132200553
"GTF2H1","General transcription factor IIH subunit 1",1.03,"Up in X3",1.794,3.40392155083777,0.00654114947978168,15.21,4,0.0160530823193149,0.00856099942113688,0.0200852482497086
"NFKB2","Nuclear factor NF-kappa-B p100 subunit",1.16,"Up in X3",1.794,3.402893347355,0.00655258018748273,15.69,8,0.0160744680635718,0.00920316545642031,0.0213766273500452
"SLC30A7","Zinc transporter 7",0.28,"Non-significant",1.793,3.40172218249204,0.00656562530012062,18.97,5,0.0160997948200637,0.00454927109826748,0.0120492556349367
"MAPK1","Mitogen-activated protein kinase 3;Mitogen-activated protein kinase 1",0.25,"Non-significant",1.793,3.40140299050071,0.00656918528407841,19.07,14,0.0161018514191765,0.0113199361254608,0.0254386866898412
"SHMT2","Serine hydroxymethyltransferase, mitochondrial",-0.14,"Non-significant",1.792,-3.39919651221536,0.00659384884255344,22.5,25,0.0161556122573038,0.0206422365968172,0.0421027624761695
"SCD","Acyl-CoA desaturase",0.24,"Non-significant",1.79,3.39682249312827,0.00662049171096053,21.9,5,0.0162141760984079,0.00331343239223944,0.00931824119053268
"ZCCHC10","Zinc finger CCHC domain-containing protein 10",-1.01,"Up in X1",1.79,-3.3958986395563,0.0066308897855679,15.89,1,0.0162329229876728,0.00672675002279838,0.0165428844076883
"PTPMT1","Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1",0.28,"Non-significant",1.79,3.39529766697088,0.00663766282975094,17.95,3,0.0162360690217595,0.000354990889251866,0.0014939410325059
"RPL27A","60S ribosomal protein L27a",-0.24,"Non-significant",1.79,-3.39540814273514,0.00663641721813252,23.22,10,0.0162360690217595,0.0100642276545713,0.0230278557742066
"DHRS2","Dehydrogenase/reductase SDR family member 2, mitochondrial (Fragment)",1.51,"Up in X3",1.788,3.39361600265267,0.00665665332072033,19.04,2,0.0162757924374802,0.00849172395068277,0.0199466179500556
"EHD1","EH domain-containing protein 1;EH domain-containing protein 1;EH domain-containing protein 3",0.25,"Non-significant",1.786,3.3905857156212,0.0066910147960435,19.12,6,0.0163530502057784,0.00590296337917479,0.0149200488315153
"PLBD2","Putative phospholipase B-like 2",0.32,"Non-significant",1.785,3.38910540882872,0.00670786688389234,20.63,9,0.0163874683534232,0.0094626441115915,0.0218201345316785
"TAPBP","Tapasin",0.5,"Up in X3",1.784,3.3872979892645,0.00672850217637355,18.44,1,0.0164310967303352,0.00142455887069621,0.00464926356200191
"PFN1","Profilin-1",0.21,"Non-significant",1.784,3.38592281325794,0.0067442463380997,23.53,10,0.0164559610649633,0.0104744993250282,0.0237826602095902
"POC1B-GALNT4","Polypeptide N-acetylgalactosaminyltransferase",1.19,"Up in X3",1.784,3.38611252718445,0.00674207208068727,16.89,2,0.0164559610649633,0.00808231263805716,0.0191987613345243
"TRAPPC1","Trafficking protein particle complex subunit 1",0.3,"Non-significant",1.783,3.38493040112879,0.00675563186659137,17.6,5,0.0164769471371068,0.00534112128633918,0.0137705510463045
"PNP","Purine nucleoside phosphorylase",0.26,"Non-significant",1.783,3.38384459710007,0.00676811152046946,19.02,10,0.0164886104006454,0.0101493160627188,0.0231956365944794
"THEM6","Protein THEM6",0.24,"Non-significant",1.783,3.38381574701657,0.00676844343158473,19.45,11,0.0164886104006454,0.0108469578627381,0.0245435754010789
"YME1L1","ATP-dependent zinc metalloprotease YME1L1",-0.24,"Non-significant",1.783,-3.38378703117209,0.00676877381496833,18.6,16,0.0164886104006454,0.0122120848622804,0.0271140360713371
"SRSF10","Serine/arginine-rich splicing factor 10",-0.18,"Non-significant",1.783,-3.38322132877983,0.0067752857579033,20.04,9,0.0164976814113226,0.00959006424148286,0.0220623678525871
"MORF4L1","Mortality factor 4-like protein 2;Mortality factor 4-like protein 1",-0.88,"Up in X1",1.781,-3.38084685049911,0.00680268942617994,16.39,3,0.0165575949546305,0.0079768463128666,0.0190241836490253
"EPB41L1","Band 4.1-like protein 1 (Fragment)",1.54,"Up in X3",1.781,3.38049407715414,0.00680677048328531,14.78,1,0.0165607158509865,0.00837129519998873,0.0197421098837518
"MRPS26","28S ribosomal protein S26, mitochondrial",0.2,"Non-significant",1.779,3.37827604735201,0.00683248757313516,18.75,7,0.016616452515512,0.006573880697125,0.0162303879690616
"ACAP2","Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2",0.62,"Up in X3",1.779,3.37761908845804,0.00684012391418478,14.47,3,0.0166281894824287,0.00656759834619068,0.0162256699016327
"GGT5","Glutathione hydrolase 5 proenzyme",1.61,"Up in X3",1.778,3.37594345046975,0.0068596409655743,14.74,2,0.0166687866912949,0.00884850120198648,0.0206534838706722
"GTPBP6","Putative GTP-binding protein 6",0.36,"Non-significant",1.778,3.37513293884088,0.00686910199266524,17.83,8,0.0166784066201511,0.00923148989187926,0.0213960373698051
"TONSL","Tonsoku-like protein",-1.05,"Up in X1",1.778,-3.37512135807854,0.00686923727113542,13.56,1,0.0166784066201511,0.00715791592493318,0.017400734810119
"RO60","60 kDa SS-A/Ro ribonucleoprotein",0.35,"Non-significant",1.778,3.37435818597977,0.00687815816950034,18.59,13,0.016691408257879,0.0105901409404003,0.0240175791277687
"U2AF1L4","Splicing factor U2AF 26 kDa subunit",-0.41,"Up in X1",1.778,-3.37418074497981,0.00688023402754217,19.28,3,0.016691408257879,0.00361843238697685,0.00998147526048579
"ALDH7A1","Alpha-aminoadipic semialdehyde dehydrogenase (Fragment)",0.6,"Up in X3",1.774,3.36962138816414,0.0069337951013312,18.4,2,0.0168144531207282,0.00478746157111955,0.0125509127675296
"FKBP5","Peptidyl-prolyl cis-trans isomerase FKBP5",0.28,"Non-significant",1.774,3.36895712487221,0.00694163428476732,18.76,11,0.0168265670065417,0.0107263000064857,0.0242984368829923
"SLC25A4","ADP/ATP translocase 2;ADP/ATP translocase 2;ADP/ATP translocase 1;ADP/ATP translocase 1;ADP/ATP translocase 3",0.65,"Up in X3",1.773,3.36796499813869,0.00695335968112958,22.2,3,0.0168480873191006,0.00693622580355952,0.0169804088041629
"STX6","Syntaxin-6",0.31,"Non-significant",1.768,3.36040450460856,0.00704338519188542,17.45,5,0.0170592346215252,0.00584969682519621,0.0148297584038929
"DHX38","Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16",-0.22,"Non-significant",1.768,-3.35987197611996,0.00704977124432519,18.25,18,0.017067715406167,0.0136037149615867,0.0296913247612351
"PLEKHJ1","Pleckstrin homology domain-containing family J member 1",1.17,"Up in X3",1.768,3.35930835636297,0.00705653663171103,14.18,1,0.0170771072596459,0.00784215048380142,0.018778633918516
"TFPI","Tissue factor pathway inhibitor",-0.36,"Non-significant",1.763,-3.3535092143951,0.00712653560292475,18.93,7,0.0172394567303785,0.00896917769199972,0.0209104115065257
"ASB6","Ankyrin repeat and SOCS box protein 6",1.35,"Up in X3",1.763,3.35296309340928,0.00713316429685363,14.05,1,0.0172484401898173,0.00841539314536122,0.0198150324471419
"ETNK1","Ethanolamine kinase 1",0.72,"Up in X3",1.761,3.35012092233374,0.00716776447511864,14.4,2,0.0173229925798531,0.00630748405088462,0.0157076528321062
"LSM1","U6 snRNA-associated Sm-like protein LSm1",0.38,"Non-significant",1.761,3.3499499734833,0.00716985107792128,17.66,4,0.0173229925798531,0.00538928337264915,0.0138503465434689
"AMZ2","Archaemetzincin-2",1.03,"Up in X3",1.76,3.3482499928863,0.00719063508487308,14.74,1,0.0173661174682424,0.00742145922549041,0.0179162685586401
"CPSF2","Cleavage and polyadenylation specificity factor subunit 2",0.19,"Non-significant",1.76,3.34786050611784,0.00719540567986644,18.48,26,0.0173705489219787,0.0167164167687686,0.0354419488193286
"RTKN","Rhotekin",-0.47,"Up in X1",1.76,-3.34731677429558,0.00720207097722844,16.54,7,0.0173795489283282,0.00949915466858491,0.0218787458832296
"FAF2","FAS-associated factor 2",0.22,"Non-significant",1.759,3.34567664106523,0.00722221492739425,20.34,13,0.0174210541073754,0.0126085022718239,0.0278271197099522
"UBAP2","Ubiquitin-associated protein 2",-0.98,"Up in X1",1.757,-3.34337526183584,0.00725057797987769,16,5,0.0174823430753612,0.00968427198759931,0.0222369884475568
"TACC2","Transforming acidic coiled-coil-containing protein 2",0.47,"Up in X3",1.757,3.34263698484332,0.00725970102840618,16.15,17,0.0174972101772217,0.0109006363333942,0.0246460626713882
"SCFD2","Sec1 family domain-containing protein 2",0.42,"Up in X3",1.756,3.34118574251917,0.00727766876925078,17.2,10,0.0175333738223359,0.010426583652142,0.0237014065491429
"RHEB","GTP-binding protein Rheb",-0.61,"Up in X1",1.755,-3.33925382380717,0.00730165871777031,17.2,3,0.0175840108396609,0.00696219866970961,0.0170369435602447
"PTPN23","Tyrosine-protein phosphatase non-receptor type 23",-0.44,"Up in X1",1.755,-3.3384459000505,0.007311715356188,16.51,13,0.0175966586883924,0.0108304657318889,0.0245250155895854
"RABGEF1","Rab5 GDP/GTP exchange factor",0.79,"Up in X3",1.755,3.33835413563179,0.00731285849497329,15.2,3,0.0175966586883924,0.00822712410392725,0.0194563922154027
"NADK2","NAD kinase 2, mitochondrial",0.14,"Non-significant",1.754,3.33733719847539,0.00732553911658263,18.34,18,0.0176200060783819,0.0205500075638699,0.0419725214896163
"ARHGEF12","Rho guanine nucleotide exchange factor 12",0.73,"Up in X3",1.754,3.33658154953914,0.00733497626401996,16.45,9,0.017635536186187,0.0102611055467264,0.0234059219429377
"PPAT","Amidophosphoribosyltransferase",-0.25,"Non-significant",1.753,-3.33583040987946,0.00734436948461466,19.4,15,0.0176509481074187,0.0127198626204428,0.0280415153223398
"SETD1A","Histone-lysine N-methyltransferase SETD1A;Histone-lysine N-methyltransferase SETD1A;Histone-lysine N-methyltransferase SETD1B",0.81,"Up in X3",1.753,3.335069161145,0.00735390174095862,16.14,1,0.017666681527102,0.00616980263245395,0.0154733389802311
"CLTA","Clathrin light chain A",-0.22,"Non-significant",1.751,-3.33287572404213,0.00738143886023145,21.7,4,0.017724326365389,0.000855565234012157,0.00306810878160602
"THOC7","THO complex subunit 7 homolog",-0.47,"Up in X1",1.751,-3.33268105901295,0.00738388786389789,17.75,3,0.017724326365389,0.00522358583674127,0.0135254168679799
"SLC7A1","High affinity cationic amino acid transporter 1",-0.84,"Up in X1",1.751,-3.33183463792549,0.00739454606833174,18.07,2,0.0177427125248657,0.00749794514352197,0.0180420257886212
"HM13","Minor histocompatibility antigen H13",-0.21,"Non-significant",1.75,-3.32939382353066,0.00742536965185598,22.76,8,0.017802233480564,0.00912243651218999,0.0212092168340386
"MRPL42","39S ribosomal protein L42, mitochondrial",1.33,"Up in X3",1.75,3.32950145227441,0.00742400769327319,14.79,2,0.017802233480564,0.00918584704149886,0.0213482548878825
"RAB20","Ras-related protein Rab-20",0.46,"Up in X3",1.749,3.32906373660229,0.00742954824876482,17.03,4,0.0178050372571654,0.00700570434751548,0.0170992264267473
"BCCIP","BRCA2 and CDKN1A-interacting protein",-0.26,"Non-significant",1.749,-3.32868679162801,0.00743432298168376,19.46,12,0.01780926683507,0.0119326686350741,0.0265434587645615
"TRUB2","Mitochondrial mRNA pseudouridine synthase TRUB2",-0.56,"Up in X1",1.748,-3.3261715763471,0.00746626386307874,17.25,4,0.017878544426482,0.00814639690999818,0.0193272776729989
"MRPL23","39S ribosomal protein L23, mitochondrial",0.22,"Non-significant",1.747,3.32467229295253,0.00748537042293938,19.32,7,0.0179170456280471,0.00772617594418018,0.018530921386994
"YARS1","Tyrosine--tRNA ligase, cytoplasmic",-0.18,"Non-significant",1.745,-3.32245829846278,0.00751367705196649,20.14,30,0.017977528150621,0.0182521945212725,0.0380811829980146
"ATP6AP2","Renin receptor",-0.32,"Non-significant",1.745,-3.32218832929266,0.0075171362111683,19.17,7,0.017978534745951,0.00922596857970099,0.0213960373698051
"GBF1","Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1",0.14,"Non-significant",1.745,3.32153137322606,0.00752556073534611,18.63,25,0.0179914112610274,0.0237612305491955,0.0475626526250304
"PYCARD","Apoptosis-associated speck-like protein containing a CARD",0.92,"Up in X3",1.743,3.31903769637776,0.00755762699052256,15.91,6,0.0180607750011801,0.0102363523870175,0.0233584639699124
"NDUFS6","NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",0.19,"Non-significant",1.743,3.31830451661475,0.00756708165103808,18.84,8,0.0180760686835657,0.00907398459387173,0.0211297783714833
"PPTC7","Protein phosphatase PTC7 homolog",0.75,"Up in X3",1.741,3.31601119093592,0.00759673358188719,15.37,8,0.0181395773220446,0.0104958801157931,0.0238129304620965
"TIMM44","Mitochondrial import inner membrane translocase subunit TIM44",-0.15,"Non-significant",1.739,-3.31288058788489,0.00763740405486236,19.86,20,0.0182293343253814,0.0197684858183037,0.0406146286760079
"YRDC","YrdC domain-containing protein, mitochondrial",-0.96,"Up in X1",1.739,-3.31246855710013,0.00764277348624308,15.69,2,0.0182347946443953,0.00839749963122092,0.0197881343360949
"TOM1L2","TOM1-like protein 2",1.49,"Up in X3",1.737,3.30987893770285,0.00767660933433521,15.47,4,0.0183081408429107,0.0103514635400316,0.0235756773542598
"SCO1","Protein SCO1 homolog, mitochondrial",0.15,"Non-significant",1.737,3.30952519984665,0.0076812431874862,20,7,0.0183118114183545,0.00536628802261979,0.0138153399421084
"MYADM","Myeloid-associated differentiation marker",0.45,"Up in X3",1.737,3.30902426984483,0.00768781012657449,19.45,1,0.0183200855895857,0.00102986370613649,0.00355708618200713
"DBR1","Lariat debranching enzyme",0.53,"Up in X3",1.737,3.30849102310897,0.00769480705884106,17.12,3,0.0183293773619817,0.00646186548210898,0.0160045450220338
"DYNC1LI2","Cytoplasmic dynein 1 light intermediate chain 2;Cytoplasmic dynein 1 light intermediate chain 2;Cytoplasmic dynein 1 light intermediate chain 1",0.37,"Non-significant",1.736,3.3073170305731,0.00771023452108233,18.61,1,0.0183587354773618,6.15928369404488e-05,0.000384841410957377
"NUP98","Nuclear pore complex protein Nup98-Nup96",-0.1,"Non-significant",1.735,-3.30500389166293,0.00774072456281669,19.26,32,0.018423920852046,0.0452345010319023,0.0817745857665841
"IARS1","Isoleucine--tRNA ligase, cytoplasmic",0.1,"Non-significant",1.732,3.30163228887277,0.00778538842348989,20.85,49,0.01852277575464,0.0471188953473327,0.0846394971979865
"TTC19","Tetratricopeptide repeat protein 19, mitochondrial",0.27,"Non-significant",1.732,3.30081633673551,0.00779623711779913,18.22,5,0.0185411314413253,0.00544418605563205,0.0139517706023283
"SNRPD2","Small nuclear ribonucleoprotein Sm D2",-0.19,"Non-significant",1.73,-3.29796385773211,0.00783428510371636,21.19,5,0.0186241321650019,0.00186194737499399,0.00577721165067617
"DYNC1I2","Cytoplasmic dynein 1 intermediate chain 2",0.26,"Non-significant",1.729,3.29683465179355,0.00784939972371354,19.27,15,0.0186525695442623,0.0132512773986331,0.0290291774778645
"MDP1","Magnesium-dependent phosphatase 1",0.73,"Up in X3",1.729,3.29646974544501,0.00785429045760397,16.97,2,0.0186566987706313,0.00710988137445083,0.0172981776696651
"NASP","Nuclear autoantigenic sperm protein",-0.22,"Non-significant",1.728,-3.29456682610003,0.00787984547847178,20.76,21,0.0187098899262109,0.0151204660312447,0.0324982918659189
"RBM47","RNA-binding protein 47;RNA-binding protein 47;APOBEC1 complementation factor",0.32,"Non-significant",1.727,3.29339951992068,0.00789556390050918,17.7,2,0.0187396917766999,0.000112406852591099,0.000610193896129844
"PAFAH1B2","Platelet-activating factor acetylhydrolase IB subunit alpha2",0.53,"Up in X3",1.727,3.29242336464457,0.00790873308208573,19.86,3,0.0187634216706902,0.00672458294284876,0.0165428844076883
"GSDMD","Gasdermin-D",0.48,"Up in X3",1.725,3.28963133150802,0.00794652465063845,16.6,3,0.0188455255943197,0.00583865939249621,0.0148081215711102
"TRAM1","Translocating chain-associated membrane protein 1",0.24,"Non-significant",1.721,3.28470112372205,0.0080137107583974,19.64,6,0.018997246216922,0.00703121261846467,0.0171420210397427
"PAFAH2","Platelet-activating factor acetylhydrolase 2, cytoplasmic",1.4,"Up in X3",1.721,3.28384876653445,0.00802538518087506,15.3,3,0.0190168456908083,0.0104550933463223,0.0237514018759268
"PSME2","Proteasome activator complex subunit 2",0.24,"Non-significant",1.721,3.28350974516446,0.0080300334820799,20.61,15,0.0190168456908083,0.0139643619519201,0.030321882447527
"VASN","Vasorin",0.23,"Non-significant",1.721,3.28339405673833,0.00803162031119314,19.49,11,0.0190168456908083,0.0126015846797386,0.0278222300559751
"HNRNPA0","Heterogeneous nuclear ribonucleoprotein A0",-0.12,"Non-significant",1.718,-3.27997572908973,0.00807865298449506,22.54,12,0.0191205558837029,0.0191328582032747,0.0396529323953683
"TMEM41A","Transmembrane protein 41A",0.35,"Non-significant",1.712,3.2714881942126,0.00819665856287024,19.15,2,0.0193920946487418,0.000468989931419402,0.0018890493017077
"MAPK9","Mitogen-activated protein kinase 9",1.5,"Up in X3",1.711,3.26962503189991,0.00822279868958235,14.01,2,0.019446163008097,0.0104156499701992,0.0236945024504686
"STEAP3","Metalloreductase STEAP3",-0.48,"Up in X1",1.71,-3.26823925857469,0.00824229649828859,17.41,4,0.0194844859689866,0.00815144422543559,0.0193315011951513
"MTG1","Mitochondrial ribosome-associated GTPase 1",0.27,"Non-significant",1.71,3.26761611209356,0.00825107960916588,17.97,7,0.0194974592841192,0.00958493927103717,0.0220591542849969
"FRG1","Protein FRG1",-0.6,"Up in X1",1.707,-3.26354841947428,0.00830864915962544,17.32,3,0.0196213699577647,0.00796870428774207,0.019012428738133
"HSPA9","Stress-70 protein, mitochondrial",-0.11,"Non-significant",1.707,-3.26344281431883,0.00831014925032253,23.73,40,0.0196213699577647,0.0351197447017901,0.0659693744128547
"C1orf174","UPF0688 protein C1orf174",-0.84,"Up in X1",1.707,-3.26307441269311,0.00831538446360652,15.12,1,0.0196258994300598,0.00738555024701622,0.0178441407968946
"ZC3H7B","Zinc finger CCCH domain-containing protein 7B",0.5,"Up in X3",1.707,3.26236884806737,0.00832542041343372,16.52,5,0.0196417514299391,0.00970228395912071,0.0222685857975629
"FRK","Hepatocyte growth factor receptor;Tyrosine-protein kinase FRK",2.11,"Up in X3",1.706,3.26047211503358,0.00835246115962824,16.83,2,0.0196976933764529,0.0110605989059771,0.0249221491723788
"IBA57","Putative transferase CAF17, mitochondrial",0.17,"Non-significant",1.705,3.25856728993121,0.00837970791000536,19.46,12,0.0197462093602157,0.015557396169744,0.0332561824914651
"NRF1","Nuclear respiratory factor 1",0.45,"Up in X3",1.705,3.25857990902327,0.00837952710609157,16.63,2,0.0197462093602157,0.00299717704421475,0.00857557861248486
"HINT3","Histidine triad nucleotide-binding protein 3",0.74,"Up in X3",1.704,3.25723237879659,0.00839885686797493,16.07,3,0.0197834538566113,0.00920528079903922,0.0213766273500452
"POLD1","DNA polymerase delta catalytic subunit",-0.59,"Up in X1",1.704,-3.25683160172704,0.00840461466436639,22.24,11,0.0197891384675909,0.011862277653,0.0264266177984943
"CAVIN1","Caveolae-associated protein 1",0.87,"Up in X3",1.703,3.25611163976791,0.00841496822306575,14.69,1,0.019805635233047,0.00779309198539025,0.0186838433053299
"ATP6V1F","V-type proton ATPase subunit F",0.51,"Up in X3",1.703,3.25494744904741,0.00843173777818513,17.27,4,0.019837213691261,0.00872628726334577,0.0203923545565628
"STUB1","E3 ubiquitin-protein ligase CHIP",0.31,"Non-significant",1.7,3.25150504912193,0.00848152443633546,17.71,6,0.0199464149800465,0.0091120191195475,0.0212016583288882
"PIK3C2A","Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha",0.45,"Up in X3",1.699,3.24976476807658,0.00850680830611085,16.05,15,0.0199979279885808,0.0125330078493228,0.027691488963571
"TACC3","Transforming acidic coiled-coil-containing protein 3",-0.75,"Up in X1",1.698,-3.24780201315339,0.00853541712984711,14.52,3,0.020057213326968,0.0094591758314718,0.0218201345316785
"MEAF6","Chromatin modification-related protein MEAF6",-0.34,"Non-significant",1.696,-3.24485896039945,0.00857849952872039,18.56,3,0.0201504492701225,0.00265013267212386,0.0077436222325713
"NDUFA4","Cytochrome c oxidase subunit NDUFA4",0.19,"Non-significant",1.696,3.24443131680556,0.00858477818288045,21.76,7,0.0201571954397237,0.00822176014015826,0.0194514813072037
"CPN2","Carboxypeptidase N subunit 2",-1.27,"Up in X1",1.695,-3.24359361147534,0.00859709100552164,16.09,4,0.0201780989605996,0.0113763105632996,0.0255459694888211
"NT5C3A","Cytosolic 5'-nucleotidase 3A",-0.3,"Non-significant",1.695,-3.24267004142759,0.00861068686671894,18.66,7,0.0202019961103791,0.0103324166487729,0.0235413589952982
"ERP44","Endoplasmic reticulum resident protein 44",0.13,"Non-significant",1.693,3.24054715795642,0.00864202138717547,20.58,16,0.0202674754450722,0.0230506814108711,0.0463599190714223
"GOLGA2","Golgin subfamily A member 2",0.23,"Non-significant",1.693,3.24017825585907,0.0086474784182627,17.73,15,0.0202722384314027,0.0151301649922862,0.0325073297964261
