Genes,ProtDesc,X1_vs_X1H,Diff_Abund,negLog10_sca_adjPval,sca.t,sca.P.Value,AveExpr,count,sca.adj.pval,P.Value,adj.P.Val,logFC
MACROD1,ADP-ribose glycohydrolase MACROD1,-0.27,Non-significant,0.575,-1.62668657760972,0.13456072298066,17.54,6,0.266375308757634,0.143524576688122,0.279721646990651,-0.27
WDR70,WD repeat-containing protein 70,0.13,Non-significant,0.575,1.6268222184152,0.134531703212219,18.05,6,0.266375308757634,0.120458781124073,0.246627892010776,0.13
PRPF4,U4/U6 small nuclear ribonucleoprotein Prp4,0.05,Non-significant,0.574,1.62520058487304,0.13487901012829,18.83,17,0.266916087936152,0.247759117795909,0.412679261255928,0.05
ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",-0.07,Non-significant,0.573,-1.62364377188596,0.13521318544238,21.67,21,0.267487936563879,0.211512538601203,0.368940804726682,-0.07
JAG1,Protein jagged-1,-0.76,Non-significant,0.571,-1.62138431081424,0.1356994979354,15.27,2,0.268360270482541,0.145170696561323,0.282279004782565,-0.76
BORCS5,BLOC-1-related complex subunit 5,-0.29,Non-significant,0.571,-1.62035677464469,0.135921173014816,15.13,3,0.268708847553848,0.123985888922967,0.251499658812889,-0.29
SLC9A3R2,Na(+)/H(+) exchange regulatory cofactor NHE-RF2,0.25,Non-significant,0.571,1.61994389177586,0.136010336841342,16.34,5,0.26879531165338,0.138281279242839,0.272918722241454,0.25
ABHD11,Protein ABHD11,0.31,Non-significant,0.57,1.61948602691196,0.136109275576332,17.45,5,0.268901029577682,0.142885138721519,0.278842798751725,0.31
CUX1,Homeobox protein cut-like 1;Protein CASP,-0.27,Non-significant,0.57,-1.61924386668994,0.136161629184587,15.3,4,0.26891467285888,0.132824203861179,0.264899211787291,-0.27
FOXRED1,FAD-dependent oxidoreductase domain-containing protein 1,-0.13,Non-significant,0.57,-1.61894621546252,0.136226004163137,18.65,11,0.268952040918679,0.160145875655024,0.303615234300152,-0.13
NDUFB9,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,0.13,Non-significant,0.57,1.61814586961127,0.136399234492447,19.26,7,0.269204226314813,0.137328349938801,0.271309464637023,0.13
DNM1,Dynamin-2;Dynamin-2;Dynamin-1,0.19,Non-significant,0.569,1.61719701112082,0.13660486336696,19.51,1,0.269520165569291,0.0225051328911367,0.0701226283922359,0.19
TRIP10,Cdc42-interacting protein 4,-0.23,Non-significant,0.569,-1.61592283490836,0.13688142608305,17.35,8,0.269975799377803,0.150578906744186,0.289748094700926,-0.23
ANAPC5,Anaphase-promoting complex subunit 5,0.13,Non-significant,0.568,1.61441166851845,0.137210073252784,17.15,9,0.270533823204505,0.152884276538807,0.293230555682373,0.13
CDC42BPB,Serine/threonine-protein kinase MRCK beta,-0.14,Non-significant,0.568,-1.61357085024928,0.137393237219359,16.31,20,0.270706105521677,0.169783596000183,0.315791586538781,-0.14
SLC7A5,Large neutral amino acids transporter small subunit 1;Large neutral amino acids transporter small subunit 1;Y+L amino acid transporter 2,0.2,Non-significant,0.568,1.61338063637286,0.137434703563819,20.13,1,0.270706105521677,0.0419242246739128,0.112488081948801,0.2
ZFYVE16,Zinc finger FYVE domain-containing protein 16,-0.82,Non-significant,0.568,-1.61368360296075,0.137368662543662,15.4,3,0.270706105521677,0.149647458714186,0.288706883994731,-0.82
FCGRT,IgG receptor FcRn large subunit p51,-0.23,Non-significant,0.566,-1.6113197838212,0.1378846798131,17.61,7,0.271502046740138,0.14891917487305,0.287770985540116,-0.23
EHBP1,EH domain-binding protein 1-like protein 1;EH domain-binding protein 1,-0.44,Non-significant,0.565,-1.60979614890991,0.138218198433074,15.35,1,0.272068223595641,0.131803692882418,0.263473800940969,-0.44
PCYOX1L,Prenylcysteine oxidase-like,0.86,Non-significant,0.565,1.60905903158921,0.138379807963114,14.52,1,0.272295751153225,0.148284320763561,0.286825212800913,0.86
DPM3,Dolichol-phosphate mannosyltransferase subunit 3,0.24,Non-significant,0.565,1.60815304267581,0.138578671630127,19.68,3,0.272505815897462,0.113220397837786,0.236221824402743,0.24
EPHX2,Bifunctional epoxide hydrolase 2,0.1,Non-significant,0.565,1.60817006103868,0.138574933779335,17.97,10,0.272505815897462,0.162089900620955,0.306545774287502,0.1
DERA,Deoxyribose-phosphate aldolase,-0.11,Non-significant,0.563,-1.60583965332394,0.139087609711491,18.64,13,0.273415743077372,0.171071367912066,0.317183048632715,-0.11
CLK1,Dual specificity protein kinase CLK1,-0.57,Non-significant,0.563,-1.6048304616746,0.139310147722758,14.23,2,0.273580532384851,0.144025792376145,0.28051369765953,-0.57
GIPC2,PDZ domain-containing protein GIPC2,0.26,Non-significant,0.563,1.60484954273466,0.139305937207872,16.32,5,0.273580532384851,0.142574524263657,0.278347424175314,0.26
SMPDL3A,Acid sphingomyelinase-like phosphodiesterase 3a,-0.36,Non-significant,0.563,-1.60502792800876,0.139266579350537,16.31,5,0.273580532384851,0.148527662271666,0.287202018843611,-0.36
ATP11A,Probable phospholipid-transporting ATPase IH;Probable phospholipid-transporting ATPase IH;Phospholipid-transporting ATPase IG,-0.35,Non-significant,0.562,-1.60376455251669,0.139545535553382,15.85,1,0.273951869233364,0.119561380157057,0.245214795975497,-0.35
PPT2,Lysosomal thioesterase PPT2,-0.19,Non-significant,0.56,-1.60028622865117,0.140316119618747,17.19,1,0.275373293460737,0.0258925120021694,0.0779277688285027,-0.19
RPL39,60S ribosomal protein L39,-0.27,Non-significant,0.56,-1.60005963038407,0.140366450593813,19.77,3,0.275380732149731,0.123189726152581,0.250399728493584,-0.27
TM9SF1,Transmembrane 9 superfamily member 1,-0.16,Non-significant,0.558,-1.59753059969547,0.140929274185376,18.54,5,0.276393276551168,0.121746010770867,0.248232648425645,-0.16
ATP6AP2,Renin receptor,0.15,Non-significant,0.558,1.59728075295736,0.140984984758318,19.41,7,0.276410919421791,0.145681161713463,0.2829925915491,0.15
CA3,Carbonic anhydrase 3,0.47,Non-significant,0.557,1.59519350690374,0.141451159556473,15.09,1,0.277193285253047,0.137705369684594,0.271872763571485,0.47
CFDP1,Craniofacial development protein 1,-0.25,Non-significant,0.557,-1.59507472954563,0.141477728826129,17.82,5,0.277193285253047,0.143508829439552,0.279721646990651,-0.25
TMEM223,Transmembrane protein 223,0.41,Non-significant,0.557,1.59405935378904,0.141705038331803,14.81,1,0.277546743399298,0.131142015872289,0.262768310462642,0.41
VAC14,Protein VAC14 homolog,-0.12,Non-significant,0.556,-1.59339354371105,0.141854266966967,17.35,11,0.277747087241411,0.167024425849692,0.312846954021091,-0.12
KIF11,Kinesin-like protein KIF11,-0.18,Non-significant,0.556,-1.59296565286428,0.141950243961205,16.85,7,0.277833639551875,0.150099432246049,0.289133582371765,-0.18
PRIM2,DNA primase large subunit,0.3,Non-significant,0.556,1.59277786994176,0.141992382289145,16.04,2,0.277833639551875,0.118676066147773,0.244244240257002,0.3
ACAD10,Acyl-CoA dehydrogenase family member 10,-0.65,Non-significant,0.556,-1.59194320015102,0.142179815489889,15.23,13,0.278044098520899,0.15855818330907,0.301322968723986,-0.65
ADCK5,Uncharacterized aarF domain-containing protein kinase 5,-0.58,Non-significant,0.556,-1.5918804167856,0.142193922954917,14.4,4,0.278044098520899,0.154011715021115,0.294914989572794,-0.58
MED27,Mediator of RNA polymerase II transcription subunit 27,-0.75,Non-significant,0.556,-1.59123591001369,0.142338815712502,14.65,3,0.278235471612445,0.154193514950214,0.295167592352125,-0.75
CNPY4,Protein canopy homolog 4,-0.47,Non-significant,0.555,-1.59047191689544,0.142510739629042,15.24,6,0.278379286848804,0.156206010936809,0.298055777721089,-0.47
LEO1,RNA polymerase-associated protein LEO1,-0.17,Non-significant,0.555,-1.59032433976889,0.14254397056685,18.72,4,0.278379286848804,0.110509641053483,0.232782323287097,-0.17
LMAN1,Protein ERGIC-53,-0.07,Non-significant,0.555,-1.59028189077894,0.142553530361987,21.09,18,0.278379286848804,0.225480087083645,0.386602629751935,-0.07
RPL22,60S ribosomal protein L22,-0.13,Non-significant,0.555,-1.58907545522781,0.142825464921382,22.58,3,0.278818302850484,0.0154822239593313,0.0524525579646972,-0.13
ARAF,Serine/threonine-protein kinase A-Raf,-0.39,Non-significant,0.555,-1.58874019858701,0.142901114303856,15.16,4,0.278843634873853,0.149928066642862,0.289059749210106,-0.39
SKP1,S-phase kinase-associated protein 1,-0.14,Non-significant,0.555,-1.58860029711825,0.142932693015446,20.84,12,0.278843634873853,0.168195073210376,0.314045518518711,-0.14
INTS7,Integrator complex subunit 7,-0.22,Non-significant,0.555,-1.5883496107063,0.142989293663257,17.08,10,0.278862112922048,0.160476322200472,0.304144266002625,-0.22
PHKB,Phosphorylase b kinase regulatory subunit (Fragment),0.77,Non-significant,0.552,1.58490261177697,0.143769578579618,14.42,2,0.280291465059506,0.153851226511304,0.294798480332703,0.77
ARFGEF2,Brefeldin A-inhibited guanine nucleotide-exchange protein 2;Brefeldin A-inhibited guanine nucleotide-exchange protein 2;Brefeldin A-inhibited guanine nucleotide-exchange protein 1,-0.11,Non-significant,0.552,-1.58372789014776,0.144036354715508,17.95,7,0.280626641702885,0.138827064870742,0.273630827062019,-0.11
ILF2,Interleukin enhancer-binding factor 2,0.06,Non-significant,0.552,1.58375279847044,0.144030693566023,22.86,18,0.280626641702885,0.245398536300505,0.410339656033357,0.06
LMAN2L,VIP36-like protein,0.12,Non-significant,0.552,1.5830176697551,0.144197855950242,18.11,8,0.280848819505458,0.152793371505836,0.293206331810685,0.12
DCAF5,DDB1- and CUL4-associated factor 5,-0.7,Non-significant,0.551,-1.58186246331682,0.144460886952224,16.08,5,0.281268531785558,0.158737005734602,0.301523872530222,-0.7
BCCIP,BRCA2 and CDKN1A-interacting protein,-0.12,Non-significant,0.549,-1.5794459648257,0.145012474520726,19.53,12,0.28224960912471603,0.174166189899778,0.320998066106109,-0.12
OSTF1,Osteoclast-stimulating factor 1,-0.28,Non-significant,0.549,-1.57897179923259,0.145120925071113,17.24,5,0.282274988049235,0.150730404112069,0.289851089090383,-0.28
PPIL3,Peptidyl-prolyl cis-trans isomerase-like 3,-0.2,Non-significant,0.549,-1.57914682581614,0.145080884879773,17.17,5,0.282274988049235,0.139418753804841,0.274237941231253,-0.2
APP,Amyloid-beta precursor protein,0.28,Non-significant,0.548,1.5763691789263,0.145717468913869,16.62,3,0.28294170572642,0.132069163222412,0.263826211609389,0.28
DNAJC1,DnaJ homolog subfamily C member 1,0.5,Non-significant,0.548,1.57646360472727,0.145695787903569,16.12,4,0.28294170572642,0.156285046414113,0.298110451203194,0.5
GLTP,Glycolipid transfer protein,0.82,Non-significant,0.548,1.57664415468987,0.145654339937968,14.45,3,0.28294170572642,0.158309880769817,0.301002430756751,0.82
KATNB1,Katanin p80 WD40 repeat-containing subunit B1,-0.48,Non-significant,0.548,-1.57601672070632,0.1457984216258,14.69,1,0.28294170572642,0.1431289717884,0.279134517492408,-0.48
LDHA,L-lactate dehydrogenase A chain;L-lactate dehydrogenase A chain;L-lactate dehydrogenase B chain,-0.36,Non-significant,0.548,-1.57614673314678,0.145768555711117,23.74,2,0.28294170572642,0.134145224502097,0.266981935209858,-0.36
MTFP1,Mitochondrial fission process protein 1,0.16,Non-significant,0.548,1.57643661888415,0.145701983804539,17.91,3,0.28294170572642,0.06958790375968,0.1655615707865,0.16
TMEM192,Transmembrane protein 192,-0.23,Non-significant,0.548,-1.57602964970022,0.145795451389615,17.47,6,0.28294170572642,0.152810755279955,0.293206331810685,-0.23
TFIP11,Tuftelin-interacting protein 11,0.2,Non-significant,0.547,1.57419439124551,0.146217607997175,17.98,6,0.283662159514519,0.1500581814472,0.289133582371765,0.2
NRBP1,Nuclear receptor-binding protein,-0.16,Non-significant,0.547,-1.57310754775708,0.146468117878696,17.67,7,0.284055015892573,0.153342229200476,0.294013600187691,-0.16
CKAP4,Cytoskeleton-associated protein 4,0.05,Non-significant,0.547,1.57282003939768,0.146534449826615,21.47,41,0.284090543782464,0.283357566206227,0.453755539713733,0.05
WDR43,WD repeat-containing protein 43,-0.09,Non-significant,0.546,-1.57141965777161,0.146857915034398,20.3,9,0.284624396743706,0.162968896289471,0.307317880688875,-0.09
SUPV3L1,"ATP-dependent RNA helicase SUPV3L1, mitochondrial",-0.1,Non-significant,0.545,-1.57070297956667,0.147023699306781,18.86,15,0.284852399737466,0.190304648820673,0.343931767584582,-0.1
TBC1D10B,TBC1 domain family member 10B,-0.36,Non-significant,0.545,-1.57004285317108,0.147176547743114,15.82,3,0.285055199016697,0.145575693154095,0.282880583380223,-0.36
CTNNA1,Catenin alpha-2;Catenin alpha-1,0.1,Non-significant,0.544,1.56876238126599,0.147473432854597,17.97,7,0.285443343866748,0.136094178486183,0.269410924758363,0.1
HNRNPDL,Heterogeneous nuclear ribonucleoprotein D-like;Heterogeneous nuclear ribonucleoprotein D-like;Heterogeneous nuclear ribonucleoprotein D-like;Heterogeneous nuclear ribonucleoprotein D0,0.24,Non-significant,0.544,1.56879445141025,0.147465990761627,21.95,2,0.285443343866748,0.0985633745087733,0.213782803140913,0.24
CHRD,Chordin,0.56,Non-significant,0.544,1.56834627348098,0.14757002347,17.79,2,0.285536896295614,0.152822093510927,0.293206331810685,0.56
RPAP1,RNA polymerase II-associated protein 1,0.71,Non-significant,0.544,1.56789949094981,0.147673796617653,14.85,5,0.285644280675597,0.162185610029526,0.306545774287502,0.71
SNX17,Sorting nexin-17,0.17,Non-significant,0.544,1.56676776791808,0.147936946980972,16.41,5,0.286059776237388,0.135932271317844,0.269360766707195,0.17
GNG7,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7,-0.38,Non-significant,0.542,-1.56376939009104,0.148636132565641,16.52,2,0.287317868798072,0.139956671218597,0.274798845394569,-0.38
APAF1,Apoptotic protease-activating factor 1,0.41,Non-significant,0.541,1.56282636641057,0.148856634762201,14.23,4,0.287650133209648,0.156781448737429,0.298672193232249,0.41
HAUS4,HAUS augmin-like complex subunit 4,-0.52,Non-significant,0.541,-1.56165673623323,0.1491305230045,14.33,1,0.287915183158424,0.149514331440729,0.28854412887632,-0.52
PPP6R3,Serine/threonine-protein phosphatase 6 regulatory subunit 3,-0.16,Non-significant,0.541,-1.56161726778345,0.149139772922185,16.84,6,0.287915183158424,0.146005035443171,0.283359031120611,-0.16
TMEM38B,Trimeric intracellular cation channel type B,-0.33,Non-significant,0.541,-1.56173378107968,0.149112468049257,17.48,3,0.287915183158424,0.143783075814427,0.280133177344078,-0.33
SLMAP,Sarcolemmal membrane-associated protein,-0.24,Non-significant,0.541,-1.56124285074748,0.149227547276876,16.32,7,0.287990670984108,0.161086362305016,0.305104995441351,-0.24
HNRNPC,Heterogeneous nuclear ribonucleoproteins C1/C2,0.19,Non-significant,0.54,1.56021527063297,0.149468675774412,21.2,1,0.288361967576523,0.0447909493111724,0.118052582215682,0.19
MRPS18B,"28S ribosomal protein S18b, mitochondrial",0.11,Non-significant,0.54,1.5593704131097,0.149667183818824,19.3,6,0.288650823551494,0.124833846864807,0.252872944847334,0.11
PRKCD,Protein kinase C delta type,-0.3,Non-significant,0.539,-1.55837429723127,0.149901529340504,17.01,9,0.28900858556786,0.166091965960328,0.311396122492795,-0.3
RRP8,Ribosomal RNA-processing protein 8,-0.08,Non-significant,0.539,-1.5576751508448199,0.150066202635399,18.85,14,0.289231830942559,0.203437902705227,0.359648064029527,-0.08
MECP2,Methyl-CpG-binding protein 2,-0.36,Non-significant,0.538,-1.5560959273381,0.150438750040542,16.56,6,0.289855449036108,0.163129655240545,0.307498620598377,-0.36
SNRPB2,U2 small nuclear ribonucleoprotein B'';U2 small nuclear ribonucleoprotein B'';U1 small nuclear ribonucleoprotein A,0.15,Non-significant,0.537,1.55525745872698,0.150636879458672,19.92,3,0.290142713462552,0.0613506809908031,0.149615831195018,0.15
MFSD9,Major facilitator superfamily domain-containing protein 9,-0.19,Non-significant,0.537,-1.55479798642218,0.150745549581364,16.76,2,0.29025753884573,0.0618297659882472,0.150492276985791,-0.19
ARF4,ADP-ribosylation factor 4;ADP-ribosylation factor 4;ADP-ribosylation factor 5,-0.12,Non-significant,0.537,-1.55408394543903,0.150914564598725,21.01,4,0.290488444609843,0.0674464017371379,0.161374993561927,-0.12
HNRNPL,Heterogeneous nuclear ribonucleoprotein L;Heterogeneous nuclear ribonucleoprotein L;Heterogeneous nuclear ribonucleoprotein L-like,0.17,Non-significant,0.536,1.55294561547806,0.151184353911989,20.61,2,0.29091311287715,0.0328796422595384,0.0935330977161966,0.17
CBX5,Chromobox protein homolog 5;Chromobox protein homolog 5;Chromobox protein homolog 3,0.36,Non-significant,0.536,1.55271397155715,0.1512393063982,19.67,2,0.290924244459736,0.139961826248408,0.274798845394569,0.36
DSG1,Desmoglein-1,-1.27,Non-significant,0.536,-1.55180871439605,0.15145422722377,15.49,5,0.291242984232385,0.167209196319426,0.313093928677863,-1.27
NAAA,N-acylethanolamine-hydrolyzing acid amidase,0.25,Non-significant,0.536,1.55147015875776,0.151534673978806,16.07,3,0.291256731299542,0.130789267484715,0.262243339785517,0.25
NKTR,NK-tumor recognition protein,-0.52,Non-significant,0.536,-1.55136435077332,0.151559823503683,15.14,3,0.291256731299542,0.159640435600878,0.302948190330467,-0.52
HADHB,"Trifunctional enzyme subunit beta, mitochondrial",0.04,Non-significant,0.536,1.55095817381574,0.151656401835552,22.39,20,0.291347704435377,0.303072204457789,0.475923098136076,0.04
SLC19A2,Thiamine transporter 1,0.59,Non-significant,0.536,1.5507033234835,0.151717026203901,14.33,1,0.291369569635989,0.155971132911107,0.297799675196844,0.59
ILF3,Interleukin enhancer-binding factor 3;Interleukin enhancer-binding factor 3;Spermatid perinuclear RNA-binding protein,-0.14,Non-significant,0.535,-1.54935075365249,0.15203913469671,19.71,4,0.291893432835962,0.0999229385989034,0.21601900902072,-0.14
ECSIT,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial",-0.51,Non-significant,0.534,-1.54810855659794,0.152335486891931,16.16,5,0.29236752382081,0.165574350628502,0.310721037953963,-0.51
BCKDK,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",0.16,Non-significant,0.534,1.54761366216122,0.152453695450765,17.89,4,0.292499518800964,0.110658993706581,0.232931079957966,0.16
SUOX,"Sulfite oxidase, mitochondrial",-0.11,Non-significant,0.534,-1.54695212480722,0.152611833348328,18.43,13,0.292708012292401,0.184968635917534,0.336239452757004,-0.11
ALG8,"Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase",0.35,Non-significant,0.533,1.54563080285402,0.152928120853222,17.85,2,0.292986099421997,0.141264200199566,0.276683307706333,0.35
HSP90AB1,Heat shock protein HSP 90-beta;Endoplasmin,0.11,Non-significant,0.533,1.54530402760031,0.153006430305247,24.48,52,0.292986099421997,0.206397389769411,0.363252039043905,0.11
NDUFA5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,0.11,Non-significant,0.533,1.54510593862775,0.153053918085752,20.32,9,0.292986099421997,0.16939053508776,0.315679935784024,0.11
NFAT5,Nuclear factor of activated T-cells 5,-0.55,Non-significant,0.533,-1.54579361189783,0.152889117898707,14.11,1,0.292986099421997,0.155445575800492,0.296987882470621,-0.55
NIPBL,Nipped-B-like protein,0.09,Non-significant,0.533,1.54516567682189,0.153039595714587,18.51,14,0.292986099421997,0.198182067866822,0.353080275238949,0.09
WDR33,pre-mRNA 3' end processing protein WDR33,0.09,Non-significant,0.533,1.54532055126088,0.153002469679314,18.69,14,0.292986099421997,0.200782882586129,0.356445339412578,0.09
ANGPTL4,Angiopoietin-related protein 4,0.89,Non-significant,0.533,1.54462485421027,0.153169302039892,13.92,1,0.293112147532355,0.164275282490078,0.309165663643063,0.89
CD37,Leukocyte antigen CD37 (Fragment),-0.57,Non-significant,0.533,-1.54382360367222,0.153361644350524,14.58,1,0.293385337737488,0.157084171288169,0.298960129145094,-0.57
ESRP2,Epithelial splicing regulatory protein 2,-0.24,Non-significant,0.532,-1.54194665089219,0.153813040823692,16.89,7,0.294058727804131,0.165995936011408,0.311314723733598,-0.24
POLR3A,DNA-directed RNA polymerase III subunit RPC1;DNA-directed RNA polymerase III subunit RPC1;DNA-directed RNA polymerase I subunit RPA1,-0.18,Non-significant,0.532,-1.54209016810165,0.15377848469033,17.69,1,0.294058727804131,0.0360191315716418,0.100436004481341,-0.18
ANKRD18A,Ankyrin repeat domain-containing protein 20A1,-1.38,Non-significant,0.531,-1.54141392648978,0.153941369931913,18.12,1,0.294209007069487,0.168148595959519,0.314045518518711,-1.38
VPS26B,Vacuolar protein sorting-associated protein 26B,-0.19,Non-significant,0.53,-1.53994475102372,0.154295768864238,17.05,5,0.294791108934354,0.1487243930472,0.287488478817473,-0.19
B4GALT4,"Beta-1,4-galactosyltransferase 4",0.58,Non-significant,0.53,1.53880781235771,0.154570514889386,15.75,3,0.295125439367698,0.16438513537474,0.309261071367045,0.58
GRAMD1A,Protein Aster-A,0.75,Non-significant,0.53,1.5390098379611,0.15452166327441,14.28,1,0.295125439367698,0.163636306581395,0.308159142597744,0.75
GTF2B,Transcription initiation factor IIB,-0.15,Non-significant,0.527,-1.5345686375593801,0.155598708559103,17.67,7,0.296992760820714,0.161651242840696,0.306076929244287,-0.15
CASP7,Caspase-7,-0.7,Non-significant,0.526,-1.53182390997922,0.156267617454599,14.4,1,0.297714417116083,0.164430510481785,0.309261071367045,-0.7
F8A1,40-kDa huntingtin-associated protein,-0.6,Non-significant,0.526,-1.53279927211201,0.156029627550462,14.51,3,0.297714417116083,0.166372877187953,0.311823982996869,-0.6
GDF15,Growth/differentiation factor 15,0.54,Non-significant,0.526,1.53183119085615,0.156265839733947,19.39,5,0.297714417116083,0.169930777681169,0.315791586538781,0.54
HSDL2,Hydroxysteroid dehydrogenase-like protein 2,-0.1,Non-significant,0.526,-1.53188790864701,0.156251991954136,20.15,20,0.297714417116083,0.20737257711991,0.364318152855852,-0.1
RIC8A,Synembryn-A,-0.14,Non-significant,0.526,-1.53177858280473,0.156278685070569,16.51,9,0.297714417116083,0.172727455355511,0.319284084142006,-0.14
TCEA1,Transcription elongation factor A protein 1,-0.13,Non-significant,0.526,-1.5324895717546,0.156105160563786,19.42,7,0.297714417116083,0.158580315127005,0.301322968723986,-0.13
DNPH1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,-0.23,Non-significant,0.526,-1.53057266541515,0.156573387796273,17.04,4,0.298179831216784,0.14772237721486,0.285831689333004,-0.23
SLC4A1AP,Kanadaptin,-0.31,Non-significant,0.525,-1.52908733749432,0.156937040547111,17.04,9,0.29877621265034,0.173396070365326,0.320083109681265,-0.31
EXOSC8,Exosome complex component RRP43,0.08,Non-significant,0.524,1.52843439786645,0.157097133116346,19.37,8,0.29895861776564,0.156429595699709,0.298231954411642,0.08
SLC35A2,UDP-galactose translocator,-0.27,Non-significant,0.524,-1.52828451544827,0.157133902526811,16.38,1,0.29895861776564,0.113338022154628,0.236300590940427,-0.27
PTGR1,Prostaglandin reductase 1,-0.17,Non-significant,0.523,-1.52632133625912,0.157616207589099,18.98,14,0.299779845806717,0.182087431683314,0.332063147213352,-0.17
SSR4,Translocon-associated protein subunit delta,0.07,Non-significant,0.523,1.52563942144914,0.157784039647961,21.63,8,0.300002622942475,0.152241723616572,0.292662208784684,0.07
HELZ,Probable helicase with zinc finger domain,-0.46,Non-significant,0.523,-1.52504327950762,0.157930889209146,14.25,5,0.300185374703025,0.170750632831749,0.316817652701618,-0.46
EIF2B3,Translation initiation factor eIF-2B subunit gamma,-0.11,Non-significant,0.523,-1.52469104393308,0.158017712600986,18.25,8,0.300253951657044,0.165441480590895,0.310570190563555,-0.11
PLXNB2,Plexin-B2;Plexin-B2;Plexin-B1,-0.22,Non-significant,0.522,-1.5244310515027,0.158081825486422,17.33,1,0.300279345554786,0.0859976063601916,0.193257818774498,-0.22
MYO7A,Unconventional myosin-VIIa,0.64,Non-significant,0.522,1.52296880112274,0.158442832553906,14.01,3,0.300868498145527,0.169577269829836,0.315791586538781,0.64
PARP12,Protein mono-ADP-ribosyltransferase PARP12,0.72,Non-significant,0.521,1.52121986948796,0.158875561483649,14.24,1,0.30159342229668,0.167553582144544,0.313554249285817,0.72
LACTB2,Endoribonuclease LACTB2,0.36,Non-significant,0.521,1.52097291682904,0.158936746676335,17.89,6,0.30161280631298,0.171973687613338,0.318388081854856,0.36
ERCC6L,DNA excision repair protein ERCC-6-like,-0.71,Non-significant,0.52,-1.52025946467517,0.159113627647201,14.3,1,0.30175491499631,0.167561016772309,0.313554249285817,-0.71
FRG1,Protein FRG1,0.28,Non-significant,0.52,1.52037718243011,0.159084430923397,17.76,3,0.30175491499631,0.147179096046498,0.285060134634084,0.28
KAT8,Histone acetyltransferase KAT8,-0.45,Non-significant,0.52,-1.518545198152,0.159539335201393,14.96,5,0.302013045891602,0.172242666003099,0.318786316778334,-0.45
MGMT,Methylated-DNA--protein-cysteine methyltransferase,-0.69,Non-significant,0.52,-1.51847822037971,0.159555988077936,15.1,5,0.302013045891602,0.174461805749126,0.321264279087384,-0.69
RWDD4,RWD domain-containing protein 4,-0.85,Non-significant,0.52,-1.51907577901617,0.159407468894389,16.4,3,0.302013045891602,0.172938214546467,0.319474060403198,-0.85
SAAL1,Protein SAAL1,0.55,Non-significant,0.52,1.51913027140463,0.159393931176748,13.98,1,0.302013045891602,0.162594000671278,0.306879968731085,0.55
SEC61B,Protein transport protein Sec61 subunit beta,0.73,Non-significant,0.52,1.51871438232161,0.159497277201878,21.87,2,0.302013045891602,0.16984815629589,0.315791586538781,0.73
TBL3,Transducin beta-like protein 3,-0.08,Non-significant,0.52,-1.51920581699443,0.15937516480354,20.7,27,0.302013045891602,0.229057195156249,0.391356219534029,-0.08
SCP2,Non-specific lipid-transfer protein,-0.1,Non-significant,0.52,-1.51823452086743,0.159616592579207,20.58,18,0.302031141122855,0.204755107362463,0.361113552984708,-0.1
NIPSNAP2,Protein NipSnap homolog 2,0.14,Non-significant,0.518,1.51580581601509,0.160221673238465,20.07,4,0.303079168974423,0.10260277792223,0.220523297117994,0.14
NKRF,NF-kappa-B-repressing factor,-0.18,Non-significant,0.518,-1.51546906494414,0.160305728042609,17.6,6,0.303141256896171,0.162818146902861,0.30720503036487,-0.18
ACYP1,Acylphosphatase-1,-0.57,Non-significant,0.518,-1.51451792631149,0.160543344687604,14.65,3,0.303299799015501,0.170554824984851,0.316652933616367,-0.57
GOLGA7,Golgin subfamily A member 7,0.12,Non-significant,0.518,1.51482220921916,0.160467294353176,17.62,6,0.303299799015501,0.146201664211435,0.283631228570183,0.12
WDR12,Ribosome biogenesis protein WDR12,0.09,Non-significant,0.518,1.51471646547385,0.160493719643898,19.66,15,0.303299799015501,0.206654541206356,0.363596467534347,0.09
MED16,Mediator of RNA polymerase II transcription subunit 16,-0.24,Non-significant,0.518,-1.51385979511417,0.160707940779113,17.09,4,0.303513847938081,0.154003336627617,0.294914989572794,-0.24
DDX24,ATP-dependent RNA helicase DDX24,0.1,Non-significant,0.518,1.51353127440404,0.16079015753327,18.95,15,0.303572227863547,0.20257513136244,0.358658603312853,0.1
PDK2,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial",0.31,Non-significant,0.518,1.51330364096499,0.160847147365489,14.37,1,0.30358295724453,0.132012976524327,0.263803033466546,0.31
ARL6IP4,ADP-ribosylation factor-like protein 6-interacting protein 4,-0.23,Non-significant,0.516,-1.50992375285418,0.16169540072328,15.74,3,0.304900995988583,0.135799934742207,0.269188681363362,-0.23
