"Genes","ProtDesc","logFC","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val"
"CMC4","Cx9C motif-containing protein 4",1.59,"Up in X3H",2.116,3.82295153410616,0.0032390522673987,16.21,2,0.00766312365701643,0.00429852163761167,0.00986592417755944
"OXA1L","Mitochondrial inner membrane protein OXA1L",-0.42,"Up in X1H",2.116,-3.82262405176135,0.00324080771599966,19.55,6,0.0076642123323621,0.00381270670592511,0.0089204371605215
"POMGNT1","Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1",1.79,"Up in X3H",2.115,3.82213927746481,0.00324340813995412,15.1,2,0.00766729762848924,0.00442034614893503,0.0100907361740928
"PRSS8","Prostasin",1.54,"Up in X3H",2.115,3.82093608578171,0.00324987170217003,14.93,3,0.00767950913008789,0.00449331464556876,0.0102100394615324
"ITPKA","Inositol-trisphosphate 3-kinase A",-0.94,"Up in X1H",2.114,-3.81879144542357,0.00326142607160769,14.65,5,0.0076975899743529,0.00452870096389319,0.010274663958342
"METAP1","Methionine aminopeptidase 1",0.33,"Non-significant",2.114,3.81882291600227,0.00326125621277324,17.64,7,0.0076975899743529,0.00394916079959567,0.00916360174557159
"SMS","Spermine synthase",1.02,"Up in X3H",2.114,3.81890556306684,0.00326081017865658,17.13,12,0.0076975899743529,0.00496374996913091,0.0111336272052114
"DRAP1","Dr1-associated corepressor",0.42,"Up in X3H",2.113,3.81772040593792,0.00326721238733151,18.13,2,0.00770817212752813,0.000221232145191888,0.000794796966059747
"PRPSAP2","Phosphoribosyl pyrophosphate synthase-associated protein 2;Phosphoribosyl pyrophosphate synthase-associated protein 2;Phosphoribosyl pyrophosphate synthase-associated protein 1",0.57,"Up in X3H",2.113,3.81679389595306,0.00327222651456364,17.76,2,0.00771692478544163,0.00141656328154422,0.00379095655219228
"GNPDA1","Glucosamine-6-phosphate isomerase 1;Glucosamine-6-phosphate isomerase 1;Glucosamine-6-phosphate isomerase 2",1.88,"Up in X3H",2.111,3.81503115365401,0.00328178836829793,17.02,2,0.00773639114550552,0.00451295801838816,0.0102461161679861
"ATP6V0D1","V-type proton ATPase subunit d 1",0.17,"Non-significant",2.11,3.81331989625596,0.00329109881900531,20.26,12,0.0077541178028724,0.00729500914196113,0.0155885045478454
"MST1","Hepatocyte growth factor-like protein",-1.03,"Up in X1H",2.11,-3.81316755361058,0.00329192900470094,16.16,4,0.0077541178028724,0.00442609780901096,0.0100960758426823
"TBP","TATA-box-binding protein",3.11,"Up in X3H",2.109,3.81067406987011,0.00330554823124528,16.21,4,0.00778309943664081,0.00491017757367001,0.0110218212076652
"ILVBL","2-hydroxyacyl-CoA lyase 2",0.2,"Non-significant",2.105,3.80440175841831,0.00334006750935474,20.16,13,0.00785847079634238,0.00704432809906424,0.0151513229233599
"WASL","Neural Wiskott-Aldrich syndrome protein",0.55,"Up in X3H",2.105,3.80437504595019,0.00334021532073704,17.36,4,0.00785847079634238,0.00330460685683494,0.00785906703050335
"MGAT1","Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",-0.23,"Non-significant",2.103,-3.80238190214406,0.00335126348632951,18.91,8,0.00788132990803326,0.00402670624888622,0.00932525278851655
"JPT2","Jupiter microtubule associated homolog 2",0.44,"Up in X3H",2.103,3.80096932627712,0.00335911657423345,19.35,4,0.00789665982111217,0.0025155560160476,0.00615318104462739
"NDUFA9","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",0.17,"Non-significant",2.101,3.79827067659821,0.0033741728459162,20.85,18,0.0079289041816069,0.0102300502988468,0.0209088800063132
"NAGA","Alpha-N-acetylgalactosaminidase",0.4,"Up in X3H",2.1,3.79716712963254,0.00338034998815868,18.69,5,0.00794026632788207,0.00314321004424485,0.00749330130209378
"FBXL8","F-box/LRR-repeat protein 8",1.13,"Up in X3H",2.1,3.79600459261029,0.00338687007884232,15.04,3,0.00795242470496429,0.00434094015176185,0.0099439964684378
"GRWD1","Glutamate-rich WD repeat-containing protein 1",-0.24,"Non-significant",2.099,-3.79560225917625,0.00338912961836761,18.27,12,0.00795457356282473,0.00613972064190418,0.0133955483179008
"RAE1","mRNA export factor",0.26,"Non-significant",2.098,3.79320113840913,0.00340264722686949,18.82,7,0.00798313387842458,0.0035785886532349,0.00842263685807117
"MTHFS","5-formyltetrahydrofolate cyclo-ligase",0.31,"Non-significant",2.097,3.79124124683767,0.00341372248834257,18.2,5,0.00800138286253024,0.0021922486346368,0.00548015850069537
"OSBPL2","Oxysterol-binding protein-related protein 2",1.32,"Up in X3H",2.097,3.79130157168034,0.00341338103555041,14.93,3,0.00800138286253024,0.00456570624835451,0.010338943584165
"PRPS2","Ribose-phosphate pyrophosphokinase 2;Ribose-phosphate pyrophosphokinase 2;Ribose-phosphate pyrophosphokinase 3;Ribose-phosphate pyrophosphokinase 3;Ribose-phosphate pyrophosphokinase 1",0.71,"Up in X3H",2.097,3.79110703386194,0.00341448229303513,16.54,2,0.00800138286253024,0.00253322906590135,0.00618107892079931
"ATF7","Cyclic AMP-dependent transcription factor ATF-7",1.13,"Up in X3H",2.096,3.7901685616793,0.00341980008590552,14.88,1,0.00801067185601858,0.00370987270448762,0.00870738468562206
"SP3","Transcription factor Sp3",-1.01,"Up in X1H",2.096,-3.7890056673012,0.00342640152811965,16.02,3,0.00802295917763512,0.0042101947404699,0.00968197523488549
"FLII","Protein flightless-1 homolog",0.21,"Non-significant",2.091,3.78165849175777,0.00346841761302516,17.74,18,0.0081181277754232,0.00823446016830963,0.0172045553728418
"INSR","Insulin receptor;Insulin receptor;Insulin-like growth factor 1 receptor",0.44,"Up in X3H",2.089,3.77963691540831,0.00348007226173621,18.3,1,0.00814218567524442,0.000114178366863838,0.000464964485019496
"BLOC1S5","Biogenesis of lysosome-related organelles complex 1 subunit 5",1.02,"Up in X3H",2.088,3.77758896797098,0.00349192054991944,14.8,1,0.00816667742840842,0.00350010026052057,0.00825761293520743
"DCUN1D1","DCN1-like protein 1",0.69,"Up in X3H",2.088,3.7768912016239,0.00349596703063412,16.74,4,0.00817291067572583,0.00405090066048532,0.0093702811603173
"H1-4","Histone H1.4;Histone H1.4;Histone H1.4;Histone H1.4;Histone H1.5;Histone H1.2",-0.4,"Up in X1H",2.087,-3.77576398656218,0.00350251428918882,22.77,2,0.00818498303678129,0.00015748275014156,0.000601757361214428
"CHMP7","Charged multivesicular body protein 7",1.05,"Up in X3H",2.085,3.77274317751154,0.00352012325877612,16.31,3,0.00822288563844386,0.00439373121175904,0.0100344838933094
"DSG2","Desmoglein-2",0.12,"Non-significant",2.084,3.77106684830724,0.00352993471591885,20.23,28,0.00824255079482708,0.0219890035063828,0.0409018968083204
"DHX36","Putative ATP-dependent RNA helicase DHX57;ATP-dependent DNA/RNA helicase DHX36",-0.37,"Non-significant",2.083,-3.76964625170368,0.00353827168118736,17.47,11,0.00825875879194698,0.00560275760857082,0.0123515338188948
"ABCB10","ATP-binding cassette sub-family B member 10, mitochondrial",0.29,"Non-significant",2.083,3.76913955815465,0.00354125024109603,17.23,15,0.00826245176520711,0.00650467676735105,0.0140827561040674
"LMO7","LIM domain only protein 7",0.62,"Up in X3H",2.083,3.76845673094637,0.00354526832094969,16.52,3,0.00826856628106398,0.00301209994544728,0.00720687237250772
"CLGN","Calmegin",0.43,"Up in X3H",2.08,3.76478374112804,0.00356696355217934,17.44,10,0.00831588784012812,0.00542755932135938,0.0120190376139534
"SP100","Nuclear autoantigen Sp-100",0.61,"Up in X3H",2.079,3.76295017568457,0.00357784555797277,17.53,5,0.00833797249567737,0.0044321842730234,0.0101048347899755
"ALG6","Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase",0.74,"Up in X3H",2.078,3.76084640661681,0.00359037379250666,16.75,4,0.00836058312879256,0.00433219273724211,0.00993164836352637
"FBXO3","F-box only protein 3",0.47,"Up in X3H",2.078,3.76085709416624,0.00359031003136283,16.08,5,0.00836058312879256,0.00387235455685865,0.00903498498144031
"DTD1","D-aminoacyl-tRNA deacylase 1",0.96,"Up in X3H",2.077,3.76010036849844,0.00359482751683919,19.03,2,0.00836766106102969,0.0037920450607549,0.00887911777779451
"POP1","Ribonucleases P/MRP protein subunit POP1",-0.23,"Non-significant",2.076,-3.75828354222949,0.00360569774935747,16.99,9,0.00838966322569728,0.00511006749597317,0.0114271615168833
"ESRRB","Steroid hormone receptor ERR2",-0.93,"Up in X1H",2.076,-3.75770495817421,0.00360916664971626,14.37,1,0.00839113519307312,0.00331242548313523,0.00786817406010082
"UFC1","Ubiquitin-fold modifier-conjugating enzyme 1",0.61,"Up in X3H",2.076,3.75770813892921,0.00360914757000566,18.71,4,0.00839113519307312,0.00389652209560488,0.00907705560617877
"HSPA1A","Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1A",0.17,"Non-significant",2.072,3.75198983858388,0.00364361890166454,23.88,25,0.00846790771451259,0.0122209626895752,0.0244543240562112
"TUBA1A","Tubulin alpha-1A chain",0.2,"Non-significant",2.072,3.75107049858495,0.00364919281499145,24.51,9,0.00847753195379049,0.00510308944087974,0.0114158715393896
"DQX1","ATP-dependent RNA helicase DQX1",1.23,"Up in X3H",2.07,3.7482754986362,0.003666193343295,15.35,4,0.00850700627932412,0.00507071677054874,0.0113606327646107
"EXOC6","Exocyst complex component 6;Exocyst complex component 6;Exocyst complex component 6B",0.59,"Up in X3H",2.07,3.74865664303839,0.00366387019395656,16.19,1,0.00850700627932412,0.00133043782661968,0.00359461215530076
"FGFR4","Fibroblast growth factor receptor 4",-0.75,"Up in X1H",2.07,-3.74839974572479,0.00366543586469184,17.54,4,0.00850700627932412,0.00445262065674081,0.0101331370868982
"GNS","N-acetylglucosamine-6-sulfatase",0.17,"Non-significant",2.068,3.74492546297716,0.0036866785481537,20.22,8,0.00855118658150742,0.0037510067962992,0.00879695093686181
"ZC3H18","Zinc finger CCCH domain-containing protein 18",-0.27,"Non-significant",2.066,-3.74256386808447,0.0037011910867638,18.62,9,0.00858148419293943,0.00531814023883642,0.0118032392322562
"PRPSAP1","Phosphoribosyl pyrophosphate synthase-associated protein 2;Phosphoribosyl pyrophosphate synthase-associated protein 1",0.29,"Non-significant",2.066,3.74143332002902,0.00370815959559376,18.29,9,0.00859427353197348,0.00535345427700183,0.0118682611303934
"BAG2","BAG family molecular chaperone regulator 2",-0.16,"Non-significant",2.065,-3.74040225030694,0.00371452684242948,20.52,12,0.00860565987731214,0.0081395905386024,0.0170697973292137
"CPOX","Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",0.15,"Non-significant",2.063,3.73745520011896,0.00373278881154885,21.05,20,0.00864458371739121,0.0128332266632726,0.0255498661394966
"PPP2R1A","Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform;Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform;Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform",0.22,"Non-significant",2.063,3.73660499951316,0.00373807459217446,19.94,8,0.00865005371994378,0.00442379770914,0.0100947208040807
"VPS52","Vacuolar protein sorting-associated protein 52 homolog",0.63,"Up in X3H",2.063,3.73674280713017,0.00373721730003339,16.35,8,0.00865005371994378,0.00541716793126604,0.0120005176523029
"TMEM230","Transmembrane protein 230",-0.72,"Up in X1H",2.061,-3.73385412953551,0.00375523045588913,17.22,2,0.00868635598416574,0.00289809468843328,0.00697357717424144
"ACTL6A","Actin-like protein 6A",-0.2,"Non-significant",2.061,-3.73326598921757,0.00375890902584086,20.07,8,0.00868807215074232,0.00419913674310639,0.00966405760753034
"TRABD","TraB domain-containing protein",-0.46,"Up in X1H",2.061,-3.73339248537671,0.00375811752926809,17.83,5,0.00868807215074232,0.0040141624965854,0.00930348589592472
"ATP6V1C1","V-type proton ATPase subunit C 1",0.54,"Up in X3H",2.059,3.73047956170525,0.00377638798777895,19.76,9,0.0087216579717752,0.00556755355327956,0.0123014243371005
"TMEM70","Transmembrane protein 70, mitochondrial",-0.44,"Up in X1H",2.059,-3.73070236137855,0.00377498728360039,18.71,2,0.0087216579717752,0.000489233424504603,0.00151798331032708
"ACAD10","Acyl-CoA dehydrogenase family member 10",1.46,"Up in X3H",2.059,3.72899942178313,0.00378570711899388,15.64,13,0.00873604445616471,0.00566761701733259,0.0124852158941016
"AP3S1","AP-3 complex subunit sigma-1",0.41,"Up in X3H",2.059,3.72890680637958,0.00378629103107438,18.47,6,0.00873604445616471,0.00443335323893465,0.0101048347899755
"CDC23","Cell division cycle protein 23 homolog",-0.31,"Non-significant",2.059,-3.72878700502704,0.00378704648133556,17.84,11,0.00873604445616471,0.00608323155242976,0.0132869992970568
"DPP4","Dipeptidyl peptidase 4",0.26,"Non-significant",2.053,3.72010909097764,0.00384218739308904,19.49,24,0.00885979064883393,0.00826762651482657,0.017267753649216
"C6orf47","Uncharacterized protein C6orf47",-0.88,"Up in X1H",2.052,-3.71863441225542,0.00385164045999975,16.46,1,0.00887812878917746,0.00337074594604149,0.00799066657160556
"CHAF1A","Chromatin assembly factor 1 subunit A",-1.66,"Up in X1H",2.051,-3.71710452874649,0.00386147297385829,15.59,2,0.0088973269417132,0.00515006488133698,0.011503561307237
"DMAC2L","ATP synthase subunit s, mitochondrial",0.27,"Non-significant",2.049,3.71497791728662,0.00387518402730087,18.26,5,0.00892544332017877,0.00175194779729287,0.00453643974781934
"SBF1","Myotubularin-related protein 5",0.86,"Up in X3H",2.049,3.71400092559697,0.0038815000205623,15.77,9,0.00893651191504558,0.00574210010201028,0.0126304856147193
"TNS3","Tensin-3;Tensin-3;Tensin-1",0.41,"Up in X3H",2.048,3.71267161875118,0.00389011083638173,17.76,1,0.00895285329399871,4.91173648292543e-05,0.000237440725240766
"PI4K2B","Phosphatidylinositol 4-kinase type 2-beta",1.15,"Up in X3H",2.048,3.71192646398561,0.00389494639282687,14.96,4,0.00896049681429104,0.00532039148865895,0.0118038081883746
"IAH1","Isoamyl acetate-hydrolyzing esterase 1 homolog",0.94,"Up in X3H",2.046,3.70900575663902,0.00391396018074162,15,4,0.00900073936628378,0.00511411568357988,0.0114318936530949
"TANK","TRAF family member-associated NF-kappa-B activator",0.9,"Up in X3H",2.045,3.70807424939014,0.00392004456829989,14.68,1,0.00901122910280902,0.00353945759086942,0.00833716981097704
"COPS2","COP9 signalosome complex subunit 2",0.14,"Non-significant",2.045,3.70733102320927,0.00392490620192006,18.28,16,0.00901890096961593,0.0134045984901814,0.026509027161231
"DUSP12","Dual specificity protein phosphatase 12",1.54,"Up in X3H",2.041,3.70150868770357,0.00396320919825812,15.06,2,0.00909984820570171,0.0051919883930254,0.0115827884171335
"PCBP1","Poly(rC)-binding protein 3;Poly(rC)-binding protein 1",0.17,"Non-significant",2.041,3.70160649317045,0.00396256257286829,22.55,8,0.00909984820570171,0.00393809267512995,0.00914509197752902
"CTSL","Procathepsin L",0.51,"Up in X3H",2.035,3.69329194550492,0.00401792653186149,19.56,4,0.0092219050772011,0.00376361559131694,0.00881953008072172
"MAPK3","Mitogen-activated protein kinase 3;Mitogen-activated protein kinase 3;Mitogen-activated protein kinase 1",0.5,"Up in X3H",2.033,3.68945003747323,0.00404377961796804,18.71,3,0.00927764404789332,0.00250190259024917,0.00613245966300926
"SLC39A14","Metal cation symporter ZIP14",-0.28,"Non-significant",2.029,-3.68494465566119,0.00407431777394038,19.89,5,0.00934408460015707,0.00220694418239987,0.00550062709657121
"CCNY","Cyclin-Y-like protein 1;Cyclin-Y",0.89,"Up in X3H",2.029,3.68341772907873,0.00408472180896172,15.54,2,0.00936431574724002,0.00408234240167791,0.00943194845401334
"DMXL1","DmX-like protein 1",-2.13,"Up in X1H",2.027,-3.681640029748,0.00409686932711969,16.03,1,0.0093885266493289,0.00559358602854144,0.0123405102650558
"MOB1A","MOB kinase activator 1B",0.52,"Up in X3H",2.027,3.68072212830057,0.00410315629491386,18.86,3,0.00939929376577828,0.00277947815835684,0.00672370084341678
"CALML3","Calmodulin-like protein 3",0.69,"Up in X3H",2.026,3.67824013960802,0.00412020639305152,19.89,5,0.00942740186685454,0.00530532717786023,0.0117915967614394
"DRG1","Developmentally-regulated GTP-binding protein 1",0.24,"Non-significant",2.026,3.67831345011034,0.00411970173064829,18.79,14,0.00942740186685454,0.00783124763295819,0.016566854574263
"GNG5","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5",0.67,"Up in X3H",2.026,3.67851513024573,0.00411831371546985,17.68,1,0.00942740186685454,0.00233702683407079,0.00577618537059183
"CAP1","Adenylyl cyclase-associated protein 2;Adenylyl cyclase-associated protein 1",0.28,"Non-significant",2.025,3.67700702413538,0.00412870467424411,20.94,20,0.00943954619687111,0.00805717110753114,0.0169358015784234
"SEC11C","Signal peptidase complex catalytic subunit SEC11C",-0.26,"Non-significant",2.025,-3.67711697412543,0.00412794619117337,19,7,0.00943954619687111,0.00439400841094553,0.0100344838933094
"ITPR2","Inositol 1,4,5-trisphosphate receptor type 2;Inositol 1,4,5-trisphosphate receptor type 2;Inositol 1,4,5-trisphosphate receptor type 2;Inositol 1,4,5-trisphosphate receptor type 2;Inositol 1,4,5-trisphosphate receptor type 3;Inositol 1,4,5-trisphosphate receptor type 3",0.44,"Up in X3H",2.024,3.67538590894091,0.00413990465680153,17.34,1,0.00946149704685,0.000207427167820586,0.000750670674002697
"VPS26B","Vacuolar protein sorting-associated protein 26B",0.3,"Non-significant",2.024,3.67442678055484,0.00414654595427412,17.11,5,0.00947301637507335,0.00267412011952656,0.00648474128985191
"SOAT2","Sterol O-acyltransferase 2",0.86,"Up in X3H",2.023,3.67314726233856,0.00415542296540713,16.48,2,0.00948963245322808,0.0040668561331185,0.0094035122077617
"PEG10","Retrotransposon-derived protein PEG10",0.27,"Non-significant",2.018,3.6667544670052,0.00420007140959432,19.26,10,0.00958789449481852,0.0064650298702841,0.0140277160771804
"FOLR1","Folate receptor alpha",2.1,"Up in X3H",2.018,3.66547391741659,0.00420907474855052,15.79,1,0.00960474172278189,0.00572899267160519,0.0126063405124165
"USP28","Ubiquitin carboxyl-terminal hydrolase 28",1.01,"Up in X3H",2.017,3.66511047882975,0.00421163367736162,14.46,3,0.00960687604816834,0.00519319375540467,0.0115827884171335
"UROD","Uroporphyrinogen decarboxylase",0.3,"Non-significant",2.015,3.66091067503706,0.00424132149935478,20.32,8,0.00967086678677543,0.005591294275766,0.0123400552889621
"BTBD2","BTB/POZ domain-containing protein 2",1.04,"Up in X3H",2.013,3.65831535428548,0.00425977603249013,14.83,2,0.00970920446234364,0.00477703491152081,0.0107637911544054
"ITGB5","Integrin beta-5",0.36,"Non-significant",2.011,3.65526006540944,0.00428160816949377,19.97,9,0.00975145324822733,0.00618831529270279,0.0134866525182035
"JUP","Junction plakoglobin;Junction plakoglobin;Catenin beta-1",0.24,"Non-significant",2.011,3.65548326666944,0.00428000931612693,20.41,4,0.00975145324822733,0.000269351884324784,0.000933658523462067
"ARFGEF2","Brefeldin A-inhibited guanine nucleotide-exchange protein 2;Brefeldin A-inhibited guanine nucleotide-exchange protein 2;Brefeldin A-inhibited guanine nucleotide-exchange protein 1",0.22,"Non-significant",2.01,3.65373594877075,0.00429254243495035,18.01,7,0.00977259468549488,0.00404204334174097,0.00935344953190509
"SLC25A19","Mitochondrial thiamine pyrophosphate carrier",0.33,"Non-significant",2.008,3.65126967571506,0.00431029734546669,17.25,9,0.00980924207427938,0.00620352281191185,0.0135098433853818
"ALDH9A1","4-trimethylaminobutyraldehyde dehydrogenase",0.15,"Non-significant",2.008,3.6504808361208,0.00431599234998359,19.74,15,0.00981561654237699,0.0116860554018154,0.0235351905420495
"AQR","RNA helicase aquarius",-0.16,"Non-significant",2.008,-3.65031660052286,0.00431717902636917,18.54,25,0.00981561654237699,0.0136728100747824,0.0270033435288676
"ASCC2","Activating signal cointegrator 1 complex subunit 2",0.52,"Up in X3H",2.008,3.65019262715245,0.00431807501433282,16.91,3,0.00981561654237699,0.0029042128084276,0.00698261974297689
"LIPT2","Putative lipoyltransferase 2, mitochondrial",1.34,"Up in X3H",2.007,3.64857232161496,0.00432980315304129,15.25,2,0.0098384966422985,0.00543327246619358,0.0120271878722287
"INTS8","Integrator complex subunit 8",-0.6,"Up in X1H",2.005,-3.64546778507626,0.004352366968207,16.88,4,0.00988597134390819,0.00469911101369963,0.0105962804375231
"POLR2K","DNA-directed RNA polymerases I, II, and III subunit RPABC4",-0.5,"Up in X1H",2.003,-3.64291473168171,0.00437101405089661,18.1,1,0.00992451655378176,0.000829983439198504,0.00239251131238282
"ATP9A","Probable phospholipid-transporting ATPase IIA",0.95,"Up in X3H",2.003,3.64230520061005,0.00437547821646975,17.29,2,0.00993084181313828,0.00464878040220957,0.0105028001679549
"NFKB2","Nuclear factor NF-kappa-B p100 subunit",0.69,"Up in X3H",2.003,3.64161105394222,0.00438056786527556,16.49,8,0.00993858131090318,0.00630896426786137,0.0137192729044233
"TXNL1","Thioredoxin-like protein 1",0.23,"Non-significant",2.001,3.63898825352437,0.00439985440574202,20.31,11,0.00997468908765346,0.00738896041584487,0.015743780619573
"UBL5","Ubiquitin-like protein 5",0.7,"Up in X3H",2.001,3.63907417944012,0.00439922116244266,16.49,3,0.00997468908765346,0.00438278265745167,0.0100165797544
"MAD2L1","Mitotic spindle assembly checkpoint protein MAD2A",-0.58,"Up in X1H",2.001,-3.63810906413319,0.00440633915637253,18.44,4,0.00998556445356426,0.00466062739670933,0.010525546681805
"UBL4A","Ubiquitin-like protein 4A",0.52,"Up in X3H",2,3.63744415063402,0.00441125003203463,17.14,4,0.00999286617134339,0.00423575959621104,0.0097294214017006
"COG6","Conserved oligomeric Golgi complex subunit 6",-0.21,"Non-significant",1.999,-3.63473128801932,0.00443134546129427,17.98,11,0.0100338694946607,0.00762688582710365,0.0161808115593303
"TEX264","Testis-expressed protein 264",0.27,"Non-significant",1.999,3.63454322129814,0.0044327420752143,18.58,4,0.0100338694946607,0.000687731456619284,0.0020417998137563
"ME2","NAD-dependent malic enzyme, mitochondrial",-0.2,"Non-significant",1.998,-3.63313690315415,0.00444320011127171,19.1,12,0.0100536960070343,0.00837381002206431,0.0174525656571168
"CRYM","Ketimine reductase mu-crystallin",-1.25,"Up in X1H",1.997,-3.63158490924815,0.00445477118556047,15.2,5,0.0100760248872176,0.00628934021355576,0.0136816272219152
"BRD8","Bromodomain-containing protein 8",-0.6,"Up in X1H",1.996,-3.63054121372314,0.00446257016233207,15.57,4,0.0100879556431253,0.00484070680089265,0.0108823944304262
"TMEM63B","CSC1-like protein 2",0.55,"Up in X3H",1.996,3.63042281538297,0.00446345578396182,17.47,5,0.0100879556431253,0.00528423251269209,0.0117544375103756
"PRPF38A","Pre-mRNA-splicing factor 38A",-0.31,"Non-significant",1.995,-3.62904412654068,0.00447378183680587,18.11,8,0.0101074330387096,0.0059213753229728,0.0129765843651963
"ZYX","Zyxin",0.23,"Non-significant",1.995,3.62845528353935,0.00447819968283502,18.57,8,0.0101135524898224,0.00545985884026723,0.0120770036477986
"MOCS1","Molybdenum cofactor biosynthesis protein 1",-0.91,"Up in X1H",1.995,-3.62782312337812,0.00448294755835263,16.63,3,0.0101204123245984,0.00528632917708608,0.0117546823528066
"SYF2","Pre-mRNA-splicing factor SYF2",-0.46,"Up in X1H",1.995,-3.62747070525631,0.00448559668226789,16.86,2,0.0101225307280622,0.000968623971883326,0.00272661657546795
"ABCC5","Multidrug resistance-associated protein 5;Multidrug resistance-associated protein 5;Canalicular multispecific organic anion transporter 1",-0.43,"Up in X1H",1.993,-3.62535906332146,0.00450150393625858,17.86,1,0.0101545553910949,0.000167105339178193,0.000630588196375872
"SEC61G","Protein transport protein Sec61 subunit gamma",-0.38,"Up in X1H",1.993,-3.62492198838806,0.00450480377920018,20.66,2,0.0101579799312444,0.000171208193539595,0.000642791168257478
"UBA5","Ubiquitin-like modifier-activating enzyme 5",0.6,"Up in X3H",1.993,3.6247033345047,0.00450645552129737,18.49,4,0.0101579799312444,0.00489232716463344,0.0109900910528231
"RPS6KB2","Ribosomal protein S6 kinase beta-2",0.89,"Up in X3H",1.989,3.61852329903536,0.00455340115347842,15.42,3,0.0102598913271637,0.00530901865608373,0.0117918406111289
"EPM2AIP1","EPM2A-interacting protein 1",0.72,"Up in X3H",1.989,3.61828648156817,0.00455521015947439,16.5,5,0.0102600603401637,0.00592037800940396,0.0129765843651963
"CCDC180","Coiled-coil domain-containing protein 180",0.75,"Up in X3H",1.988,3.61648618733533,0.00456898668132517,17.64,2,0.0102871743506092,0.00393500304181007,0.00914150490710253
"BAD","Bcl2-associated agonist of cell death",0.53,"Up in X3H",1.987,3.61496887702984,0.00458063126415824,15.06,1,0.0103094694522725,0.0011754208653182,0.00323186118033819
"PERP","p53 apoptosis effector related to PMP-22",-1.04,"Up in X1H",1.986,-3.61429980307533,0.00458577584106438,14.13,1,0.0103171238218928,0.00481160871381527,0.010825204851576
"TTI1","TELO2-interacting protein 1 homolog",0.49,"Up in X3H",1.986,3.61346292255499,0.00459221913656912,15.9,3,0.0103276931322993,0.00290680155958295,0.00698515454987533
"UGT2A1","UDP-glucuronosyltransferase 2A1",1.33,"Up in X3H",1.983,3.60922312434952,0.00462500669761367,18.23,2,0.0103974789626824,0.0057871862405683,0.0127154775289427
"CLSTN3","Calsyntenin-3",-1.3,"Up in X1H",1.982,-3.60780045083958,0.00463606295657982,15.37,2,0.0104183761922077,0.00576923852161583,0.0126807519808324
"C11orf98","Uncharacterized protein C11orf98",-0.45,"Up in X1H",1.982,-3.60737190964645,0.00463939871869384,18.75,1,0.010421914281895,0.000378452964648096,0.00123038801748505
"ASCC3","Activating signal cointegrator 1 complex subunit 3",0.3,"Non-significant",1.981,3.60598966711467,0.0046501750573157,16.58,14,0.0104421578042266,0.00793571040423315,0.0167271012739606
"FHOD1","FH1/FH2 domain-containing protein 1",0.83,"Up in X3H",1.98,3.60392140306091,0.00466634830606629,16.06,12,0.010474500351667,0.00692745709254622,0.0149270807052425
"NFXL1","NF-X1-type zinc finger protein NFXL1",1.07,"Up in X3H",1.979,3.60254950540888,0.00467710832903595,15.34,2,0.0104946719692475,0.00534258646146923,0.011848607231077
"ITGAE","Integrin alpha-E",-0.42,"Up in X1H",1.977,-3.59958809867075,0.00470042292913295,19.22,1,0.0105429880484002,0.000145659006560751,0.000564786593591065
"PPP2R2A","Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform",0.44,"Up in X3H",1.976,3.59784428726562,0.00471420796387486,18.26,9,0.0105699009178657,0.00680769300745093,0.0146797082817373
"DCTN3","Dynactin subunit 3",0.45,"Up in X3H",1.976,3.59755677701789,0.00471648478796802,18.31,7,0.0105710001857601,0.00625842683160176,0.0136243971900617
"MRPS24","28S ribosomal protein S24, mitochondrial",0.28,"Non-significant",1.976,3.59721112223643,0.00471922357397836,19.34,6,0.0105731336187921,0.00409803856524591,0.00946451763878222
"HDLBP","High density lipoprotein binding protein (Vigilin), isoform CRA_a",0.46,"Up in X3H",1.975,3.59561526114591,0.00473188972894028,18.14,2,0.0105974986851399,0.00117395849239556,0.00322934095746374
"NDUFB4","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4",0.24,"Non-significant",1.974,3.59400744695546,0.00474468639565107,20.01,7,0.0106221374964311,0.00488416696776032,0.0109759270597181
"BRK1","Protein BRICK1",0.42,"Up in X3H",1.973,3.59277667215704,0.00475450642626005,17.84,4,0.0106400962648187,0.00362416660136209,0.00851974325794974
"SEC24B","Protein transport protein Sec24B",0.73,"Up in X3H",1.973,3.59246524845122,0.0047569945328436,17.64,11,0.0106416395655333,0.00703932801414725,0.0151460741308034
