"Genes","ProtDesc","logFC","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val"
"SNIP1","Smad nuclear-interacting protein 1",-0.29,"Non-significant",1.044,-2.26161795176744,0.0462738748167298,17.81,5,0.0903936999968935,0.0479553865450973,0.0920376328859361
"OPA3","Optic atrophy 3 protein",0.49,"Non-significant",1.042,2.25843839264707,0.0465278838192121,16.23,2,0.0908598972139532,0.0409357335617532,0.081280783719763
"MVK","Mevalonate kinase",0.1,"Non-significant",1.041,2.25776795120743,0.0465816156156245,18.86,9,0.0909348134601288,0.0609967401039527,0.111977288097648
"RPS14","40S ribosomal protein S14",-0.13,"Non-significant",1.041,-2.25699173096218,0.0466438997177626,23.12,5,0.0910263702605546,0.0167851742331333,0.0398386987314279
"DIPK2A","Divergent protein kinase domain 2A",0.43,"Non-significant",1.041,2.25656554820227,0.0466781308837741,15.47,5,0.0910631389512995,0.0529640419985706,0.0996781922727552
"SMIM1","Small integral membrane protein 1",0.29,"Non-significant",1.038,2.2529441119241,0.0469699854867279,18.55,1,0.0916023085448152,0.00296386655734449,0.0101415569247306
"COG8","Conserved oligomeric Golgi complex subunit 8",0.23,"Non-significant",1.038,2.25271802485429,0.0469882642821932,17.58,13,0.091607762687887,0.0624521953138346,0.114038008312088
"NUP54","Nucleoporin p54",-0.12,"Non-significant",1.037,-2.25090767829631,0.0471348756108938,18.76,14,0.0918633264129311,0.0783637054168175,0.137142278897163
"COX7A2L","Cytochrome c oxidase subunit 7A-related protein, mitochondrial",0.18,"Non-significant",1.036,2.24927944333886,0.0472671152530506,19.2,4,0.0920907214199211,0.0194681560095014,0.0448396571071312
"UBR1","E3 ubiquitin-protein ligase UBR1",0.65,"Non-significant",1.036,2.24879295878838,0.0473066952027085,15.55,8,0.0921374968776913,0.0577773529910714,0.107195472513201
"SMIM4","Small integral membrane protein 4",-0.76,"Non-significant",1.035,-2.24842780288285,0.0473364249506522,15.55,1,0.0921650629921056,0.0475759780436421,0.0913983967805942
"ANO6","Anoctamin-6",0.18,"Non-significant",1.035,2.24790730936258,0.0473788328907063,18.72,13,0.0922172875704964,0.065575184316047,0.118584463813585
"ELAVL2","ELAV-like protein 4",0.52,"Non-significant",1.035,2.24735189907295,0.0474241261115396,15.57,1,0.0922750918125549,0.0361642625658377,0.0739405465107332
"TRPV2","Transient receptor potential cation channel subfamily V member 2",0.31,"Non-significant",1.035,2.24701527841131,0.0474515975397751,17.28,9,0.092298192847748,0.0584848872408083,0.108142211813707
"CBR4","Carbonyl reductase family member 4",0.3,"Non-significant",1.034,2.24545646063351,0.0475790118901878,18.49,4,0.0924852212070438,0.0438835854276194,0.0857243892291924
"PPP1R12C","Protein phosphatase 1 regulatory subunit 12C",0.35,"Non-significant",1.034,2.24560155200807,0.0475671385365311,16.34,5,0.0924852212070438,0.0518925472829501,0.0978823347410025
"MRPS15","28S ribosomal protein S15, mitochondrial",0.19,"Non-significant",1.033,2.24395573326913,0.0477019895187346,19.63,4,0.0926938167429729,0.0227502039125997,0.0506254067509786
"C11orf54","Ester hydrolase C11orf54",0.54,"Non-significant",1.033,2.24371398264522,0.0477218284800294,18.84,8,0.09270192354443,0.0581818316965975,0.107682795792545
"DCBLD1","Discoidin, CUB and LCCL domain-containing protein 1",-1.02,"Non-significant",1.033,-2.24336957770041,0.0477501053701488,14.82,2,0.0927264107237185,0.0545805966220896,0.102038985849259
"IBA57","Putative transferase CAF17, mitochondrial",0.11,"Non-significant",1.032,2.24218655172829,0.0478473590910841,19.6,12,0.0928847846922391,0.0765363353077023,0.13434158885069
"CAAP1","Caspase activity and apoptosis inhibitor 1",-0.86,"Non-significant",1.032,-2.2416898426332,0.0478882492087594,16.37,4,0.0929336735218857,0.056732789383507,0.105429621476825
"STK25","Serine/threonine-protein kinase 25;Serine/threonine-protein kinase 25;Serine/threonine-protein kinase 25;Serine/threonine-protein kinase 26;Serine/threonine-protein kinase 26",-0.26,"Non-significant",1.031,-2.24086409644139,0.0479563008491776,17.34,3,0.0930352236474044,0.0264799685838693,0.0573985995967468
"DDX55","ATP-dependent RNA helicase DDX55",-0.56,"Non-significant",1.03,-2.23929157867536,0.0480861533468331,15.42,8,0.0932565615710297,0.0586103427087472,0.108306495255358
"CTDSPL2","CTD small phosphatase-like protein 2",-0.85,"Non-significant",1.03,-2.23853998410649,0.0481483366968903,14.79,2,0.0933159869752703,0.0533430138569239,0.100263854190413
"MTIF3","Translation initiation factor IF-3, mitochondrial",0.63,"Non-significant",1.03,2.23865160384305,0.0481390969180044,15.94,1,0.0933159869752703,0.0439450111464363,0.0857877370351249
"C1R","Complement C1r subcomponent",-0.93,"Non-significant",1.03,-2.2382523803997,0.0481721521373452,13.9,7,0.0933208680705692,0.0586715154838304,0.108371438091404
"PHB2","Prohibitin-2",0.11,"Non-significant",1.03,2.23812868375438,0.0481823985052542,22.91,22,0.0933208680705692,0.0961208984840474,0.161301008601846
"GSTO1","Glutathione S-transferase omega-1",-0.17,"Non-significant",1.029,-2.2371867548069,0.0482604917277684,23.4,10,0.0934415345396615,0.0630262344613589,0.114852549833034
"GOT2","Aspartate aminotransferase, mitochondrial",0.11,"Non-significant",1.029,2.2368419582298,0.0482891085035746,23.04,27,0.0934663575451916,0.0978994490670772,0.163728388957008
"CUL1","Cullin-1",-0.16,"Non-significant",1.029,-2.23602903036052,0.0483566430464628,18.63,23,0.0935664672681232,0.0753884102446113,0.132658736964979
"POLB","DNA polymerase beta",0.37,"Non-significant",1.028,2.23510330128471,0.0484336593725155,17.57,5,0.0936848520781871,0.0535155541022586,0.100442494231447
"PARP14","Protein mono-ADP-ribosyltransferase PARP14",-0.7,"Non-significant",1.027,-2.23266669626125,0.0486369383887789,15.6,6,0.0940473086426159,0.0585695000205271,0.108264833371277
"CD276","CD276 antigen",-0.32,"Non-significant",1.026,-2.23173202308692,0.0487151332393701,15.82,3,0.0941677371373254,0.0363237698087387,0.0740109318038248
"NFS1","Cysteine desulfurase, mitochondrial",0.11,"Non-significant",1.026,2.23071653163299,0.0488002264945906,19.07,15,0.0942706301562169,0.0854527028731338,0.14698361712219
"NUDT3","Diphosphoinositol polyphosphate phosphohydrolase 1;Diphosphoinositol polyphosphate phosphohydrolase 1;Diphosphoinositol polyphosphate phosphohydrolase 2",-0.37,"Non-significant",1.026,-2.2308134823821,0.0487920963197979,16.97,1,0.0942706301562169,0.019985309389391,0.0458167670116336
"GPX7","Glutathione peroxidase 7",1.05,"Non-significant",1.026,2.23037258751911,0.0488290797579034,14.93,1,0.0942955825481444,0.0541772531317442,0.101488355916085
"TATDN1","Putative deoxyribonuclease TATDN1",-0.22,"Non-significant",1.026,-2.23018140972102,0.0488451246455684,15.97,6,0.0942957920156046,0.0506203274286095,0.096075893576903
"CRADD","Death domain-containing protein CRADD",0.76,"Non-significant",1.024,2.22783364111654,0.0490425788701844,15.64,1,0.0946460988828705,0.0493634728369651,0.0942205383149428
"COA4","Cytochrome c oxidase assembly factor 4 homolog, mitochondrial",0.55,"Non-significant",1.024,2.22747698115529,0.0490726421351087,16.21,2,0.0946732388371171,0.04678360467108,0.0901689214458568
"MORF4L2","Mortality factor 4-like protein 2;Mortality factor 4-like protein 2;Mortality factor 4-like protein 1",-0.35,"Non-significant",1.024,-2.22727163729409,0.0490899588393238,16.24,1,0.0946757778527636,0.0163552396718743,0.0391163917293777
"RUFY1","Protein RUFY3;RUN and FYVE domain-containing protein 1",-0.37,"Non-significant",1.023,-2.2260602838296,0.0491922322999302,16.87,1,0.0948421109542805,0.0194408523129606,0.0447942068285779
"MIB2","E3 ubiquitin-protein ligase MIB2",-0.98,"Non-significant",1.023,-2.22559149874722,0.0492318663780716,13.87,1,0.0948876069573451,0.053849240494656,0.101012373986999
"A2M","Alpha-2-macroglobulin;Alpha-2-macroglobulin;Pregnancy zone protein",0.4,"Non-significant",1.022,2.22441654320898,0.0493313396241343,19.79,4,0.0950483674881154,0.0516265918425127,0.0975333792886805
"NUFIP2","Nuclear fragile X mental retardation-interacting protein 2",-0.48,"Non-significant",1.021,-2.223299681407,0.0494260737689584,16.42,7,0.0951998953420986,0.0594407029409666,0.10973810898649
"CSTA","Cystatin-A",0.69,"Non-significant",1.018,2.21850751369552,0.0498345430504039,15.26,2,0.0959344748748479,0.052323011608289,0.098597216460588
"PKMYT1","Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase",-1.06,"Non-significant",1.018,-2.21844513932278,0.0498398809811192,14.36,1,0.0959344748748479,0.0553701668221059,0.103221574381349
"ENTPD2","Ectonucleoside triphosphate diphosphohydrolase 2",-0.64,"Non-significant",1.017,-2.2167115601169,0.049988458891929,16.08,2,0.0961751836581471,0.0511303186408279,0.0967193399609267
"SBNO1","Protein strawberry notch homolog 1",-0.44,"Non-significant",1.017,-2.21660690450733,0.0499974421045227,16.11,9,0.0961751836581471,0.061162297053301,0.112181435729815
"MED8","Mediator of RNA polymerase II transcription subunit 8",1.11,"Non-significant",1.016,2.21578948512588,0.0500676594681775,14.6,2,0.0962789538749452,0.057791711562804,0.107195472513201
"CREG1","Protein CREG1",-0.36,"Non-significant",1.016,-2.21529555400899,0.050110134703263,17.34,1,0.0963293265234591,0.0189670512068345,0.0439592800590832
"HNRNPH1","Heterogeneous nuclear ribonucleoprotein H3;Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein F",-0.26,"Non-significant",1.015,-2.21334452141628,0.0502782510493565,21.78,2,0.0966211144719203,0.0104562979269012,0.0275275063506844
"RAB3GAP2","Rab3 GTPase-activating protein non-catalytic subunit",-0.13,"Non-significant",1.015,-2.21288273281748,0.0503181216368747,18.63,20,0.0966663395212297,0.0840754042587147,0.144825085006933
"IRS1","Insulin receptor substrate 1",0.46,"Non-significant",1.014,2.21201443333984,0.050393172432688,15.97,2,0.0967790981123709,0.0426881432774142,0.0839713243924401
"POLR2C","DNA-directed RNA polymerase II subunit RPB3",-0.11,"Non-significant",1.014,-2.21147436706147,0.0504399068773761,19.08,11,0.0968360122587691,0.0753277954202269,0.132613676138495
"UBA5","Ubiquitin-like modifier-activating enzyme 5",-0.24,"Non-significant",1.014,-2.21129382552865,0.0504555392587097,18.67,4,0.0968360122587691,0.0393878374798615,0.0786294987747437
"TAB1","TGF-beta-activated kinase 1 and MAP3K7-binding protein 1",-0.33,"Non-significant",1.014,-2.21081678091842,0.0504968670733802,16.46,4,0.0968839048226947,0.0494516405402123,0.0943053981114293
"SCP2","Non-specific lipid-transfer protein",-0.1,"Non-significant",1.011,-2.2073509689826,0.0507980985072485,21,18,0.0974302589521521,0.097176480167229,0.162770824690852
"ACOX1","Peroxisomal acyl-coenzyme A oxidase 1",-0.16,"Non-significant",1.011,-2.20671220385023,0.0508538048586101,21.23,22,0.0974739110296068,0.0784372762625834,0.137230444602515
"ME2","NAD-dependent malic enzyme, mitochondrial",0.16,"Non-significant",1.011,2.20678715239301,0.0508472656017244,19.16,12,0.0974739110296068,0.0699752661536928,0.124975445164926
"PSME2","Proteasome activator complex subunit 2",-0.18,"Non-significant",1.011,-2.20605371049379,0.0509112930973071,20.64,15,0.0974893596300214,0.0720644790819807,0.127972845956807
"SLC25A15","Mitochondrial ornithine transporter 1",0.18,"Non-significant",1.011,2.20622823688417,0.050896050400198,19.22,9,0.0974893596300214,0.0631030412327573,0.114957110521621
"TRMT11","tRNA (guanine(10)-N2)-methyltransferase homolog",0.21,"Non-significant",1.011,2.20617231221233,0.0509009342436059,16.78,5,0.0974893596300214,0.0454417927566118,0.0881324188733704
"NOL4L","Nucleolar protein 4-like",-0.23,"Non-significant",1.011,-2.20555337341362,0.050955015580028,17.2,4,0.0975415163982613,0.0377908809645071,0.0762191665696539
"BRD3","Bromodomain-containing protein 4;Bromodomain-containing protein 3",0.21,"Non-significant",1.01,2.2044083410279,0.0510552111321875,17.65,4,0.097671058299171,0.0322600780973208,0.0674497816614302
"OLFML3","Olfactomedin-like protein 3",0.76,"Non-significant",1.01,2.20421431595743,0.0510722079394347,14.03,3,0.097671058299171,0.0579647823862554,0.107395573349383
"WDR59","GATOR complex protein WDR59",-0.77,"Non-significant",1.01,-2.2042847661662,0.0510660357965203,14.05,2,0.097671058299171,0.0554920605059441,0.103383665621433
"PRKACA","cAMP-dependent protein kinase catalytic subunit alpha;cAMP-dependent protein kinase catalytic subunit alpha;cAMP-dependent protein kinase catalytic subunit alpha;cAMP-dependent protein kinase catalytic subunit gamma;cAMP-dependent protein kinase catalytic subunit beta",-0.37,"Non-significant",1.009,-2.2024312176668,0.0512286638224269,17.54,2,0.0979386119021971,0.0341272973690063,0.0705915988418563
"METTL26","Methyltransferase-like 26",1.11,"Non-significant",1.009,2.20177620515909,0.0512862525844044,14.23,1,0.0979853911985537,0.0574556584744697,0.106638999747
"UGT1A6","UDP-glucuronosyltransferase 1-6;UDP-glucuronosyltransferase 1-6;UDP-glucuronosyltransferase 1A1;UDP-glucuronosyltransferase 1A3",0.26,"Non-significant",1.009,2.20187919203625,0.0512771938536401,21.65,2,0.0979853911985537,0.0124066124707164,0.0315199338725758
"FAM20B","Glycosaminoglycan xylosylkinase",-0.2,"Non-significant",1.008,-2.20051526875652,0.0513972892052866,17.36,4,0.0981658360967336,0.0315914063333379,0.0662878294343926
"CUTC","Copper homeostasis protein cutC homolog",-0.83,"Non-significant",1.008,-2.20008001119813,0.0514356710218402,14.73,2,0.0982074428642235,0.0567752797334909,0.105475456886363
"EFCAB5","EF-hand calcium-binding domain-containing protein 5",-0.28,"Non-significant",1.007,-2.19860124462914,0.0515662769459766,19.99,2,0.0984250518352721,0.0168593120204732,0.039950560362491
"DEPTOR","DEP domain-containing mTOR-interacting protein",0.66,"Non-significant",1.005,2.19642499578755,0.0517590639284292,16.31,4,0.0987611677731427,0.0598638344363393,0.110381523328083
"RHEB","GTP-binding protein Rheb",-0.33,"Non-significant",1.004,-2.1943804920072,0.0519408097581729,16.73,3,0.0990760062344,0.0417318152035179,0.0824147933674949
"MOB1A","MOB kinase activator 1B",-0.29,"Non-significant",1.004,-2.19418142878573,0.0519585381131383,18.75,3,0.0990778826991426,0.0359204054959539,0.0735945427006783
"TXN2","Thioredoxin, mitochondrial",-0.32,"Non-significant",1.004,-2.1938334566172,0.0519895420767037,18.67,4,0.0991050645837163,0.0501471680915274,0.0953472987138713
"ELP2","Elongator complex protein 2",-0.25,"Non-significant",1.002,-2.19070180583817,0.0522693683509818,16.95,10,0.0996063937303573,0.0652906685341608,0.118194241983425
"AGPS","Alkyldihydroxyacetonephosphate synthase, peroxisomal",-0.42,"Non-significant",1.002,-2.19032029447861,0.0523035565204036,16.18,6,0.0996394539379357,0.0610876783522321,0.112079315600049
"RNPS1","RNA-binding protein with serine-rich domain 1",-0.26,"Non-significant",1,-2.18797621385936,0.0525140862804089,19.69,2,0.100008319446791,0.0129564069836615,0.0325809860273374
"RFX1","MHC class II regulatory factor RFX1",-0.55,"Non-significant",0.999,-2.18686255027788,0.0526143925308215,16.5,1,0.100167104441722,0.0442629875330459,0.0862661716841345
"SGF29","SAGA-associated factor 29",-1.07,"Non-significant",0.997,-2.18384711056915,0.0528869117617674,14.52,2,0.100653540332704,0.0606780814228385,0.111535323944994
"VPS36","Vacuolar protein-sorting-associated protein 36",-0.2,"Non-significant",0.996,-2.18194463703809,0.0530595423063698,17.63,6,0.100949617950736,0.0535229312678304,0.100442494231447
"AHCTF1","Protein ELYS",-0.09,"Non-significant",0.994,-2.17887953086629,0.053338806014303,17.94,29,0.101448317321321,0.12388139921563,0.197575805703203
"FBXL18","F-box/LRR-repeat protein 18",-0.59,"Non-significant",0.992,-2.17667528107533,0.0535405060539393,15.7,3,0.101799220540218,0.0580550198918338,0.10751535295774
"GLO1","Lactoylglutathione lyase",0.23,"Non-significant",0.991,2.17544794956334,0.0536531294011023,21.89,11,0.101980586786483,0.0682576060830632,0.122313826527403
"COX17","Cytochrome c oxidase copper chaperone",0.45,"Non-significant",0.99,2.17387716299648,0.0537976000175083,17.58,2,0.102222350450738,0.0456871611436983,0.0885459981943212
"RAB21","Ras-related protein Rab-21",-0.11,"Non-significant",0.99,-2.17317857053834,0.053861971509669,19.16,8,0.102311809124466,0.0603988074103048,0.111090998895485
"ADSL","Adenylosuccinate lyase",-0.21,"Non-significant",0.989,-2.17168221475022,0.0540001006846432,18.79,10,0.102541269496481,0.0679539969205096,0.121975598985252
"ARHGAP12","Rho GTPase-activating protein 12",1.27,"Non-significant",0.989,2.17138665371508,0.0540274240977875,17.36,3,0.102560240098367,0.0639907716386295,0.11643093351346
"TANGO2","Transport and Golgi organization protein 2 homolog",-0.62,"Non-significant",0.988,-2.17036842625764,0.0541216564028368,14.6,1,0.102706170922253,0.0497918832166216,0.0947936206540379
"MAT2B","Methionine adenosyltransferase 2 subunit beta",-0.2,"Non-significant",0.988,-2.16976191595653,0.0541778608740689,19.65,14,0.102779866236571,0.0727409862078558,0.128903388856509
"POM121C","Nuclear envelope pore membrane protein POM 121C",-0.37,"Non-significant",0.987,-2.16756788549757,0.0543816453603589,16.16,3,0.103133396024758,0.048568354470985,0.0929427404284664
"TOM1L2","TOM1-like protein 2",-0.33,"Non-significant",0.986,-2.16716004368471,0.0544196069822289,16.05,4,0.103172321215587,0.0532615303679637,0.10016543366523
"PIP4P1","Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase",-0.24,"Non-significant",0.986,-2.16596918972633,0.0545305959126345,17.28,4,0.103349627166899,0.0426112859761302,0.0838480143401271
"AKTIP","AKT-interacting protein",-0.32,"Non-significant",0.984,-2.1640843833241,0.0547067045740311,17.12,1,0.103650198835908,0.0135707028625603,0.0337244220234228
"TAX1BP3","Tax1-binding protein 3",-0.41,"Non-significant",0.984,-2.16381133958753,0.0547322617284359,18.1,2,0.103665426583596,0.0428508823783397,0.0842074629799522
"COPS4","COP9 signalosome complex subunit 4",-0.17,"Non-significant",0.984,-2.16284448415952,0.054822852132657,18.99,21,0.103770574558199,0.0805351269070181,0.140278582840396
"ITIH3","Inter-alpha-trypsin inhibitor heavy chain H3",1.04,"Non-significant",0.984,2.1629688885193,0.054811187921246,16.58,10,0.103770574558199,0.0664843189653157,0.119971855845615
"CDH1","Cadherin-1",-0.14,"Non-significant",0.984,-2.16253919793206,0.0548514859715415,20.42,20,0.10379157099252,0.0876607470811476,0.149650502157862
"SGPP1","Sphingosine-1-phosphate phosphatase 1",-0.39,"Non-significant",0.984,-2.16232901788321,0.0548712077865781,16.68,3,0.103795695803447,0.0503250397086481,0.0955870707658506
"H2AZ1","Histone H2A.Z",0.16,"Non-significant",0.981,2.15796477374777,0.0552822525860648,22.86,5,0.10450641806765,0.03746821975373,0.0758206074838648
"UQCC2","Ubiquinol-cytochrome-c reductase complex assembly factor 2",-0.18,"Non-significant",0.981,-2.15815137913439,0.0552646171600123,18.96,5,0.10450641806765,0.0432636342625164,0.084793283846078
"MRPL14","39S ribosomal protein L14, mitochondrial",-0.13,"Non-significant",0.98,-2.15668769932645,0.0554030888608663,19.88,6,0.104701397888772,0.0430257813519015,0.0844670034038491
"TBC1D3","TBC1 domain family member 3D",0.96,"Non-significant",0.979,2.15456851256567,0.0556041624901088,14.73,1,0.105047838267552,0.0605989642079362,0.111424509390416
"B3GAT3","Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3",0.16,"Non-significant",0.978,2.15372531211198,0.0556843611301487,17.41,6,0.105165772361025,0.050798124002152,0.096195271641838
"POLD1","DNA polymerase delta catalytic subunit",-0.62,"Non-significant",0.978,-2.15304908697345,0.0557487582060623,21.64,11,0.105253797800023,0.06787945984066,0.121936331919498
"NOTCH3","Neurogenic locus notch homolog protein 3",-1.02,"Non-significant",0.977,-2.15249042170247,0.0558020136796127,13.74,2,0.105320738418586,0.0635831473822572,0.115724848680657
"C1orf43","Protein C1orf43",-0.6,"Non-significant",0.977,-2.152161280062,0.0558334122647439,14.27,1,0.105346396801814,0.0509082943552131,0.0963609653550211
"LETMD1","LETM1 domain-containing protein 1",0.59,"Non-significant",0.977,2.15124008817363,0.0559213794148915,16.75,3,0.10547873828432,0.0607268546806315,0.11159031029357
"F9","Coagulation factor IX",-1.03,"Non-significant",0.975,-2.14923477262652,0.0561133303702208,13.95,1,0.105807066858061,0.0620711252680914,0.113531637777835
"RBMX2","RNA-binding motif protein, X-linked 2",-0.49,"Non-significant",0.975,-2.14808320616525,0.0562238437297801,16.19,2,0.105976559614891,0.0510392172714683,0.0965778857036387
"SNAPIN","SNARE-associated protein Snapin",-0.2,"Non-significant",0.975,-2.14792503206203,0.0562390395793065,17.89,4,0.105976559614891,0.0359779612325381,0.0736614521151999
"VIRMA","Protein virilizer homolog",-0.16,"Non-significant",0.974,-2.14723872066767,0.0563050192135878,16.84,14,0.106067111966507,0.0793407199171266,0.138401839548832
"ABI1","Abl interactor 1;Abl interactor 1;Abl interactor 2",-0.23,"Non-significant",0.974,-2.14590870679216,0.0564330926038825,18.07,2,0.106270211009856,0.00640450605519326,0.0184882530812386
"HACD2","Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2",0.6,"Non-significant",0.974,2.14570812606067,0.0564524315930744,19.54,3,0.106270211009856,0.0613674517015743,0.1124531470171
"MAMDC2","MAM domain-containing protein 2",-0.68,"Non-significant",0.974,-2.14556003926618,0.0564667134383958,13.9,1,0.106270211009856,0.0550135028952279,0.102621341939175
"PEX5","Peroxisomal targeting signal 1 receptor",-0.36,"Non-significant",0.973,-2.14396583174538,0.0566206811641011,16.19,5,0.106526095531951,0.0624636107722627,0.114038008312088
"ATAD3B","ATPase family AAA domain-containing protein 3B;ATPase family AAA domain-containing protein 3B;ATPase family AAA domain-containing protein 3A",0.11,"Non-significant",0.972,2.14332258787343,0.0566829186846737,20.02,10,0.106609291117996,0.0778552263772919,0.136373408666204
"IDH3G","Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial",0.37,"Non-significant",0.972,2.14277332964498,0.0567361142189954,19.41,8,0.106675433058086,0.0680730977721771,0.122057127126658
"MIGA1","Mitoguardin 1",1.43,"Non-significant",0.972,2.1425375299635,0.0567589659753985,15.42,2,0.106684498626567,0.0665621014739592,0.120049139378864
"GOSR1","Golgi SNAP receptor complex member 1",-0.21,"Non-significant",0.971,-2.14111276694768,0.0568972291691485,19.27,3,0.106910417590934,0.0178295791124283,0.0417676753601693
"ITSN1","Intersectin-1;Intersectin-1;Intersectin-2",0.32,"Non-significant",0.971,2.14011745244224,0.0569940079815224,15.79,2,0.107017877312861,0.0315593174688646,0.0662656073326017
"MRS2","Magnesium transporter MRS2 homolog, mitochondrial",-0.3,"Non-significant",0.971,-2.14000302572637,0.057005144253524,16.81,6,0.107017877312861,0.0640411775490231,0.116451028751558
"SLC49A4","Solute carrier family 49 member 4",-0.23,"Non-significant",0.971,-2.13996671773933,0.0570086782643464,17.6,2,0.107017877312861,0.0067492594636446,0.0193485311271246
"ANP32E","Acidic leucine-rich nuclear phosphoprotein 32 family member E",-0.22,"Non-significant",0.97,-2.13963242952051,0.0570412257794911,18.75,9,0.107045015203695,0.0696706545921097,0.124506573005591
"GADD45GIP1","Growth arrest and DNA damage-inducible proteins-interacting protein 1",-0.18,"Non-significant",0.97,-2.13883594821257,0.0571188455291352,18.51,5,0.107156692769782,0.0461136047123662,0.0890516315545269
"SFPQ","Splicing factor, proline- and glutamine-rich;Splicing factor, proline- and glutamine-rich;Non-POU domain-containing octamer-binding protein;Non-POU domain-containing octamer-binding protein",-0.25,"Non-significant",0.97,-2.13857076991597,0.0571447103804861,22.02,1,0.107171236551929,0.000240503544760713,0.00160435115484683
"SLC5A6","Sodium-dependent multivitamin transporter",-0.18,"Non-significant",0.97,-2.1378941700735,0.0572107549152834,17.94,6,0.107261101658343,0.0562487784878209,0.104628740117081
"GIPC1","PDZ domain-containing protein GIPC1",-0.28,"Non-significant",0.968,-2.13500267145605,0.057493822124567,16.17,5,0.107723541960438,0.0595916456584848,0.10998246018754
"PLPBP","Pyridoxal phosphate homeostasis protein",0.17,"Non-significant",0.968,2.13510804021012,0.0574834835035831,19.42,6,0.107723541960438,0.0546733492804781,0.10211559586256
"TSEN34","tRNA-splicing endonuclease subunit Sen34",-1.22,"Non-significant",0.967,-2.1338368807307,0.057608326092403,15.54,2,0.107903914368075,0.0667663788281757,0.120370707960486
"RIOX2","Ribosomal oxygenase 2",-0.32,"Non-significant",0.964,-2.12984241708612,0.058002312887199,15.4,7,0.108607495365049,0.0678820816871432,0.121936331919498
"GSTP1","Glutathione S-transferase P",-0.93,"Non-significant",0.964,-2.12941939961895,0.0580441864986453,13.93,2,0.108651518985285,0.0652994722061546,0.118194241983425
"EOGT","EGF domain-specific O-linked N-acetylglucosamine transferase",0.29,"Non-significant",0.964,2.12907137246362,0.0580786585716126,16.61,6,0.10868166437958,0.0648128119152654,0.117529086148521
"SACM1L","Phosphatidylinositol-3-phosphatase SAC1",0.14,"Non-significant",0.964,2.12875016876442,0.0581104910905719,19.58,12,0.108706852919037,0.0805944240745325,0.140340555399944
"ZFYVE26","Zinc finger FYVE domain-containing protein 26",-0.6,"Non-significant",0.963,-2.12764606116073,0.0582200392086031,14.6,3,0.108877361566784,0.0633844625671207,0.115398727695278
"OXA1L","Mitochondrial inner membrane protein OXA1L",-0.22,"Non-significant",0.963,-2.1269879526321,0.0582854294312336,19.35,6,0.108942952131542,0.0615069543909043,0.11267388517987
"PEX6","Peroxisome assembly factor 2",-0.48,"Non-significant",0.963,-2.12692250494812,0.0582919361920671,15.11,3,0.108942952131542,0.0599274316864867,0.110395583215735
"ANP32A","Acidic leucine-rich nuclear phosphoprotein 32 family member A;Acidic leucine-rich nuclear phosphoprotein 32 family member A;Acidic leucine-rich nuclear phosphoprotein 32 family member B",-0.24,"Non-significant",0.962,-2.12632010520821,0.0583518588356026,20.42,4,0.109020507966612,0.0474668079516927,0.0912182860182416
"TTR","Transthyretin",0.61,"Non-significant",0.962,2.12598211485571,0.0583855055158594,16.73,6,0.109048938174666,0.0692207988720454,0.123852273034742
"NSMCE3","Non-structural maintenance of chromosomes element 3 homolog",-0.27,"Non-significant",0.962,-2.12494838116013,0.0584885276346866,16.71,5,0.109176231760426,0.0599184560109663,0.110395583215735
"SCFD1","Sec1 family domain-containing protein 1",-0.09,"Non-significant",0.962,-2.12492798675208,0.058490561886184,19.83,26,0.109176231760426,0.123036243080596,0.196545747923296
"CDC27","Cell division cycle protein 27 homolog",-0.18,"Non-significant",0.961,-2.12401994218468,0.0585812036107913,17.47,7,0.109310937169679,0.0641781033775116,0.116556733482117
"MCCC2","Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",-0.12,"Non-significant",0.961,-2.12355826074033,0.0586273402953256,20.18,24,0.109362538627819,0.0982486817402321,0.164070837788178
"THOC1","THO complex subunit 1",-0.21,"Non-significant",0.96,-2.12234898247602,0.0587483497745161,18.68,15,0.109553730102683,0.0780481123767579,0.136670814126451
"TAF4","Transcription initiation factor TFIID subunit 4",0.3,"Non-significant",0.96,2.12180434854061,0.0588029275803313,16.77,8,0.109620958567366,0.0701351285261965,0.125202703946636
"C2orf72","Uncharacterized protein C2orf72",-0.15,"Non-significant",0.96,-2.12105160815816,0.0588784392159682,18.26,8,0.1097271574302,0.0680070138672207,0.121975598985252
"COMMD7","COMM domain-containing protein 7",-0.23,"Non-significant",0.959,-2.1203978835711,0.0589440929060445,16.81,5,0.10981492371696,0.056196450138396,0.104564275304682
"XPO4","Exportin-4",-0.47,"Non-significant",0.959,-2.12000477313796,0.0589836066118698,15.64,8,0.109853950369038,0.0707580569347339,0.125993205802835
